project_id,deployment_id,placename,longitude,latitude,start_date,end_date,survey_days,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,habitat_type,landuse_type,subproject_design,event_name,event_description,event_type,recorded_by
Snapshot USA 2022,NY_Anthropogenic_NYC_22_loc42 09/16/2022,NY_Anthropogenic_NYC_22_loc42,-73.8008,40.8745,9/16/2022,10/27/2022,41,None, ,Trail game, ,2062371,MRG_PU1,0,Camera Functioning,Knee height, ,Parallel, , , , ,NYC,Anthropogenic,Urban, , , , , 
Snapshot USA 2022,NY_Forest_SkaneatelesConservationArea_08 09/17/2022,NY_Forest_SkaneatelesConservationArea_08,-76.3961,42.9678,9/17/2022,10/28/2022,41,None, ,Trail game, ,2058706,Browning Dark Ops HD Pro X,5,Camera Functioning,Knee height, ,Parallel, , , , ,Skaneateles,Forest,Wild, , , , , 
Snapshot USA 2022,MI_Forest_Upper_Peninsula_22_dep_29,MI_Forest_Upper_Peninsula_22_loc_29,-87.4696,46.5990,9/18/2022,10/29/2022,41,None, ,None, ,2060673,MI_Forest_Upper_Peninsula_22_29,0,Camera Functioning,Knee height, ,Parallel, , , , ,UpperPeninsula,Forest,Wild, , , , , 
Snapshot USA 2022,MI_Forest_Upper_Peninsula_22_dep_30,MI_Forest_Upper_Peninsula_22_loc_30,-87.4901,46.6014,9/18/2022,10/29/2022,41,None, ,Water source, ,2060674,MI_Forest_Upper_Peninsula_22_30,0,Camera Hardware Failure,Knee height, ,Parallel, , , , ,UpperPeninsula,Forest,Wild, , , , , 
Snapshot USA 2022,MA_Forest_WT_22_1A,MA_Forest_WT_22_1,-70.6649,41.4202,9/20/2022,10/31/2022,41,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,WT,Forest,Rural, , , , , 
Snapshot USA 2022,MA_Forest_WT_22_3A,MA_Forest_WT_22_3,-70.6637,41.4173,9/20/2022,10/31/2022,41,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,WT,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_RMC_22_SIS 09/20/2022,VA_Forest_RMC_22_SIS,-77.3907,38.0455,9/20/2022,10/31/2022,41,None, ,Other, ,2067196,Sis_RMC,30,Camera Functioning,Knee height, ,Parallel, , , , ,RMC,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_12b_LC_HR,MT_Forest_Hebblewhite_22_12b_LC_HR,-113.4472,46.8968,9/23/2022,11/3/2022,41,None, ,Road dirt, ,2070059,LC_HR,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,NV_Desert_Wild_CAM_7 - Location 7,CAM_7 - Location 7,-115.4044,36.4270,10/2/2022,11/12/2022,41,None, ,None, ,2067154,CAM_7 - Location 7,58,Camera Functioning,Knee height, ,Parallel, , , , ,Mojave,Desert,Wild, , , , , 
Snapshot USA 2022,NV_Desert_Wild_CAM_9 - Location 1,CAM_9 - Location 1,-115.3871,36.4401,10/2/2022,11/12/2022,41,None, ,None, ,2067135,CAM_9 - Location 1,60,Camera Functioning,Knee height, ,Parallel, , , , ,Mojave,Desert,Wild, , , , , 
Snapshot USA 2022,NY_Anthropogenic_NYC_22_loc50 10/05/2022,NY_Anthropogenic_NYC_22_loc50,-73.8798,40.8887,10/5/2022,11/15/2022,41,None, ,None, ,2064147,MRG_VCPA2,0,Camera Functioning,Knee height, ,Parallel, , , , ,NYC,Anthropogenic,Urban, , , , , 
Snapshot USA 2022,UT_Forest_Wasatch_22_dep_03,UT_Forest_Wasatch_22_loc_03,-111.7956,40.7923,8/20/2022,10/1/2022,42,None, ,Trail game, ,2021663,Bushnell,1,Camera Functioning,Knee height, ,Parallel, , , , ,Wasatch,Forest,Wild, , , , , 
Snapshot USA 2022,UT_Forest_Wasatch_22_dep_04,UT_Forest_Wasatch_22_loc_04,-111.7928,40.8023,8/20/2022,10/1/2022,42,None, ,Trail game, ,2021663,Bushnell,1,Camera Functioning,Knee height, ,Parallel, , , , ,Wasatch,Forest,Wild, , , , , 
Snapshot USA 2022,UT_Forest_Wasatch_22_dep_05,UT_Forest_Wasatch_22_loc_05,-111.7833,40.8077,8/20/2022,10/1/2022,42,None, ,Trail game, ,2021663,Bushnell,1,Camera Functioning,Knee height, ,Parallel, , , , ,Wasatch,Forest,Wild, , , , , 
Snapshot USA 2022,TN_Forest_Cumberland Gap National Historical Park_22_loc_02 08/26/2022,TN_Forest_Cumberland Gap National Historical Park_22_loc_02,-83.6676,36.5798,8/26/2022,10/7/2022,42,None, ,None, ,2067005,LMU02,5,Camera Functioning,Knee height, ,Pointed Downward, , , , ,Cumberland,Forest,Wild, , , , , 
Snapshot USA 2022,VA_Forest_SCBI_loc_01,VA_Forest_SCBI_loc_01,-78.1475,38.8999,8/31/2022,10/12/2022,42,None, ,None, ,2054801,OK49,0,Camera Functioning,Knee height, ,Parallel, , , , ,SCBI,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_SCBI_loc_17,VA_Forest_SCBI_loc_17,-78.1379,38.8900,8/31/2022,10/12/2022,42,None, ,None, ,2054788,CTSCO129,0,Camera Functioning,Knee height, ,Parallel, , , , ,SCBI,Forest,Rural, , , , , 
Snapshot USA 2022,VA_Forest_SCBI_loc_21,VA_Forest_SCBI_loc_21,-78.1379,38.8932,8/31/2022,10/12/2022,42,None, ,None, ,2054804,YSCAN7,0,Camera Functioning,Knee height, ,Parallel, , , , ,SCBI,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Urban05 09/01/2022,TX_Forest_Urban05,-97.8928,27.5322,9/1/2022,10/13/2022,42,None, ,Trail game,Brush,2045343,C05,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,TX_Forest_Urban06 09/01/2022,TX_Forest_Urban06,-97.8927,27.5304,9/1/2022,10/13/2022,42,None, ,Trail game, ,2055120,C_06,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,NY_Forest_Mianus_River_Gorge_22_loc13 09/02/2022,NY_Forest_Mianus_River_Gorge_22_loc13,-73.6255,41.1647,9/2/2022,10/14/2022,42,None, ,Trail game, ,2061483,MRG_V5,0,Camera Functioning,Knee height, ,Parallel, , , , ,Mianus,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_Anthropogenic_Urban_C7,TX_Forest_Urban_22_C7,-97.8793,27.5384,9/2/2022,10/14/2022,42,None, ,Other,Pasture,2055089,C_07,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.01 09/09/2022,CT_Forest_Davis_22.01,-72.3270,41.8835,9/9/2022,10/21/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.02 09/09/2022,CT_Forest_Davis_22.02,-72.3275,41.8857,9/9/2022,10/21/2022,42,None, ,None, ,2027921,Browning,1,Memory Card,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.04 09/09/2022,CT_Forest_Davis_22.04,-72.3246,41.8832,9/9/2022,10/21/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.12 09/10/2022,CT_Forest_Davis_22.12,-72.3094,41.8983,9/10/2022,10/22/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.13 09/10/2022,CT_Forest_Davis_22.13,-72.3069,41.8978,9/10/2022,10/22/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.14 09/10/2022,CT_Forest_Davis_22.14,-72.3044,41.8983,9/10/2022,10/22/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.15 09/10/2022,CT_Forest_Davis_22.15,-72.3038,41.9000,9/10/2022,10/22/2022,42,None, ,None, ,2027921,Browning,1,Memory Card,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.17 09/10/2022,CT_Forest_Davis_22.17,-72.3071,41.9017,9/10/2022,10/22/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.19 09/10/2022,CT_Forest_Davis_22.19,-72.3100,41.9005,9/10/2022,10/22/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,CT_Forest_Davis_22.20 09/10/2022,CT_Forest_Davis_22.20,-72.3100,41.9022,9/10/2022,10/22/2022,42,None, ,None, ,2027921,Browning,1,Camera Functioning,Knee height, ,Parallel, , , , ,NyeHolman,Forest,Suburban, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_03,VT_Forest_Breadloaf_loc03,-72.9968,43.9752,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_04,VT_Forest_Breadloaf_loc04,-72.9933,43.9752,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_05,VT_Forest_Breadloaf_loc05,-72.9901,43.9751,9/10/2022,10/22/2022,42,None, ,Trail hiking, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_06,VT_Forest_Breadloaf_loc06,-72.9866,43.9752,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_09,VT_Forest_Breadloaf_loc09,-72.9966,43.9774,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_10,VT_Forest_Breadloaf_loc10,-72.9933,43.9774,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_12,VT_Forest_Breadloaf_loc12,-72.9866,43.9774,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_14,VT_Forest_Breadloaf_loc14,-73.0000,43.9797,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_15,VT_Forest_Breadloaf_loc15,-72.9967,43.9796,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_16,VT_Forest_Breadloaf_loc16,-72.9933,43.9798,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_17,VT_Forest_Breadloaf_loc17,-72.9899,43.9797,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_18,VT_Forest_Breadloaf_loc18,-72.9869,43.9796,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_22,VT_Forest_Breadloaf_loc22,-72.9933,43.9820,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_23,VT_Forest_Breadloaf_loc23,-72.9899,43.9819,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Hardware Failure,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,VT_Forest_Breadloaf_22_24,VT_Forest_Breadloaf_loc24,-72.9867,43.9818,9/10/2022,10/22/2022,42,None, ,None, ,2055638,Bushnell E3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Breadloaf,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_13_R5_01,MT_Forest_Hebblewhite_22_13_R5,-113.4488,46.8759,9/20/2022,11/1/2022,42,None, ,None, ,2060729,MT_Forest_Hebblewhite_22_13_R5,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_20_R8_01,MT_Forest_Hebblewhite_22_20_R8,-113.3986,46.8639,9/20/2022,11/1/2022,42,None, ,None, ,2060731,MT_Forest_Hebblewhite_22_20_R8,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_21_R3_01,MT_Forest_Hebblewhite_22_21_R3,-113.3674,46.8721,9/20/2022,11/1/2022,42,None, ,None, ,2060724,MT_Forest_Hebblewhite_22_21_R3,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_22_R4_01,MT_Forest_Hebblewhite_22_22_R4,-113.3545,46.8631,9/20/2022,11/1/2022,42,None, ,None, ,2060725,MT_Forest_Hebblewhite_22_22_R4,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_22b_R6_01,MT_Forest_Hebblewhite_22_22b_R6,-113.4850,46.8708,9/20/2022,11/1/2022,42,None, ,None, ,2060727,MT_Forest_Hebblewhite_22_22b_R6,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_23_R1_01,MT_Forest_Hebblewhite_22_23_R1,-113.3329,46.8616,9/20/2022,11/1/2022,42,None, ,None, ,2060726,MT_Forest_Hebblewhite_22_23_R1,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_23b_R2_01,MT_Forest_Hebblewhite_22_23b_R2,-113.4559,46.8746,9/20/2022,11/1/2022,42,None, ,Road dirt, ,2060728,MT_Forest_Hebblewhite_22_23b_R2,0,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,MT_Forest_Hebblewhite_22_29_JM2_01,MT_Forest_Hebblewhite_22_29_JM2,-113.3957,46.8546,9/20/2022,11/1/2022,42,None, ,Road dirt, ,2060730,MT_Forest_Hebblewhite_22_29_JM2,1,Camera Functioning,Knee height, ,Parallel, , , , ,Hebblewhite,Forest,Wild, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam1 09/20/2022,NJ_Forest_Rutgers_Cam1,-74.4352,40.5149,9/20/2022,11/1/2022,42,None, ,Trail game, ,2060718,NJ_Forest_Rutgers_Cam1,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam10 09/20/2022,NJ_Forest_Rutgers_22_Cam10,-74.4470,40.5211,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055466,NJ_Forest_Rutgers_22_Cam10,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam11 09/20/2022,NJ_Forest_Rutgers_22_Cam11,-74.4424,40.5200,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055471,NJ_Forest_Rutgers_22_Cam11,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam12 09/20/2022,NJ_Forest_Rutgers_22_Cam12,-74.4416,40.5180,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055496,NJ_Forest_Rutgers_22_Cam12,0,Memory Card,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam13 09/20/2022,NJ_Forest_Rutgers_22_Cam13,-74.4398,40.5196,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055525,NJ_Forest_Rutgers_22_Cam13,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam14 09/20/2022,NJ_Forest_Rutgers_22_Cam14,-74.4369,40.5199,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055526,NJ_Forest_Rutgers_22_Cam14,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam15 09/20/2022,NJ_Forest_Rutgers_22_Cam15,-74.4380,40.5170,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055527,NJ_Forest_Rutgers_22_Cam15,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam2 09/20/2022,NJ_Forest_Rutgers_Cam2,-74.4373,40.5119,9/20/2022,11/1/2022,42,None, ,Water source, ,2061326,NJ_Forest_Rutgers_Cam2,0,Film Failure,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam3 09/20/2022,NJ_Forest_Rutgers_22_Cam3,-74.4382,40.5098,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055450,NJ_Forest_Rutgers_22_Cam3,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam5 09/20/2022,NJ_Forest_Rutgers_22_Cam5,-74.4410,40.5160,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055452,NJ_Forest_Rutgers_22_Cam5,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam6 09/20/2022,NJ_Forest_Rutgers_22_Cam6,-74.4454,40.5179,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055453,NJ_Forest_Rutgers_22_Cam6,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam7 09/20/2022,NJ_Forest_Rutgers_22_Cam7,-74.4504,40.5144,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055458,NJ_Forest_Rutgers_22_Cam7,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam8 09/20/2022,NJ_Forest_Rutgers_22_Cam8,-74.4515,40.5170,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055463,NJ_Forest_Rutgers_22_Cam8,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NJ_Forest_Rutgers_Cam9 09/20/2022,NJ_Forest_Rutgers_22_Cam9,-74.4494,40.5202,9/20/2022,11/1/2022,42,None, ,Trail game, ,2055464,NJ_Forest_Rutgers_22_Cam9,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rutgers,Forest,Urban, , , , , 
Snapshot USA 2022,NV_Desert_Wild_CAM_8 - Location 8,CAM_8 - Location 8,-115.4020,36.4239,10/2/2022,11/13/2022,42,None, ,None, ,2067143,CAM_8 - Location 8,60,Camera Functioning,Knee height, ,Parallel, , , , ,Mojave,Desert,Wild, , , , , 
Snapshot USA 2022,NY_Anthropogenic_NYC_22_loc48 10/04/2022,NY_Anthropogenic_NYC_22_loc48,-73.8809,40.9035,10/4/2022,11/15/2022,42,None, ,None, ,2064144,MRG_VCPA5,0,Camera Functioning,Knee height, ,Parallel, , , , ,NYC,Anthropogenic,Urban, , , , , 
Snapshot USA 2022,AZ_Desert_Sonoran_22_RINGTAIL 10/09/2022,AZ_Desert_Sonoran_22_RINGTAIL,-110.9204,32.4568,10/9/2022,11/20/2022,42,None, ,None, ,2021663,Bushnell,0,Camera Functioning,Knee height, ,Parallel, , , , ,Sonoran,Desert,Suburban, , , , , 
Snapshot USA 2022,AZ_Forest_1001_20220718,AZ_Forest_1001,-110.7847,31.3596,8/1/2022,9/13/2022,43,None, ,None, ,2059372,SIA086,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1002_20220718,AZ_Forest_1002,-110.7636,31.3598,8/1/2022,9/13/2022,43,None, ,None, ,2059377,SIA082,60,Camera Functioning,Chest height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1003_20220718,AZ_Forest_1003,-110.7426,31.3599,8/1/2022,9/13/2022,43,None, ,Trail game, ,2059384,SIA081,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1004_20220718,AZ_Forest_1004,-110.7743,31.3509,8/1/2022,9/13/2022,43,None, ,None, ,2059388,SIA084,60,Camera Functioning,Chest height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1005_20220718,AZ_Forest_1005,-110.7528,31.3507,8/1/2022,9/13/2022,43,None, ,None, ,2059393,SIA080,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1006_20220718,AZ_Forest_1006,-110.7845,31.3417,8/1/2022,9/13/2022,43,None, ,None, ,2059427,SIA085,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1007_20220718,AZ_Forest_1007,-110.7632,31.3416,8/1/2022,9/13/2022,43,None, ,Other, ,2059472,SIA100378,60,Camera Functioning,Chest height, ,Pointed Downward, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1008_20220718,AZ_Forest_1008,-110.7427,31.3417,8/1/2022,9/13/2022,43,None, ,None, ,2059478,SIA079,60,Camera Functioning,Chest height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AK_Forest_Crupi_loc_09 08/27/2022,AK_Forest_Crupi_22_loc_09,-135.9551,59.3582,8/27/2022,10/9/2022,43,None, ,Trail game, ,2031386,Bushnell TrophyCam HD No-Glow Aggressor,0,Camera Functioning,Chest height, ,Pointed Downward, , , , ,Crupi,Forest,Wild, , , , , 
Snapshot USA 2022,VA_Forest_SCBI_loc_12,VA_Forest_SCBI_loc_12,-78.1445,38.8926,8/29/2022,10/11/2022,43,None, ,None, ,2054780,PC800 PROFESSIONAL,0,Unknown Failure,Knee height, ,Parallel, , , , ,SCBI,Forest,Rural, , , , , 
Snapshot USA 2022,TX_Forest_Urban_00 08/30/2022,TX_Forest_Urban_00,-97.8894,27.5323,8/30/2022,10/12/2022,43,None, ,Other,Urban,2055101,C00,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,NY_Forest_Mianus_River_Gorge_22_loc34 08/31/2022,NY_Forest_Mianus_River_Gorge_22_loc34,-73.6329,41.1603,8/31/2022,10/13/2022,43,None, ,None, ,2061480,MRG_G47,0,Camera Functioning,Knee height, ,Parallel, , , , ,Mianus,Forest,Suburban, , , , , 
Snapshot USA 2022,NY_Forest_Mianus_River_Gorge_22_loc35 08/31/2022,NY_Forest_Mianus_River_Gorge_22_loc35,-73.6328,41.1651,8/31/2022,10/13/2022,43,None, ,None, ,2029637,MRG_G43,0,Camera Functioning,Knee height, ,Parallel, , , , ,Mianus,Forest,Suburban, , , , , 
Snapshot USA 2022,TX_Forest_Urban07 08/31/2022,TX_Forest_Urban_Farm01,-97.8827,27.5452,8/31/2022,10/13/2022,43,None, ,Other,Cow Path,2055126,Cfarm_07,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,TX_Forest_Urban_08 09/01/2022,TX_Forest_Urban_08,-97.8761,27.5180,9/1/2022,10/14/2022,43,None, ,Other,Backyard,2055147,TXFU_08,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,TX_Forest_Urban09 09/01/2022,TX_Forest_Urban09,-97.8826,27.5382,9/1/2022,10/14/2022,43,None, ,Trail game, ,2055222,C_09,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,TX_Forest_Urban10 09/01/2022,TX_Forest_Urban10,-97.8855,27.5385,9/1/2022,10/14/2022,43,None, ,Trail game, ,2055225,C_10,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,TX_Forest_Urban11 09/01/2022,TX_Forest_Urban11,-97.8875,27.5384,9/1/2022,10/14/2022,43,None, ,Trail game, ,2055465,C_11,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,TX_Forest_Urban12 09/01/2022,TX_Forest_Urban12,-97.8866,27.5406,9/1/2022,10/14/2022,43,None, ,Trail game, ,2055508,C12,60,Camera Functioning,Knee height, ,Parallel, , , , ,Kingsville,Forest,Urban, , , , , 
Snapshot USA 2022,TX_Grassland_Freeman_Center_loc12 09/05/2022,TX_Grassland_Freeman_Center_camera12,-98.0036,29.9425,9/5/2022,10/18/2022,43,None, ,None, ,2062373,Freeman Camera 12,4,Camera Functioning,Knee height, ,Varies, , , , ,Freeman,Grassland,Rural, , , , , 
