"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","Site"
"369","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_West.Forest.Snag_SS23_Cam2 08/27/2023_2023"
"370","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_WestRiverBank_SS23_Cam9 08/27/2023_2023"
"371","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"OR_McMinnville_WestRiverBank_Snag_SS23_Cam11 08/27/2023_2023"
"372","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_01_2021"
"373","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_02_2021"
"374","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_03_2021"
"375","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_04_2021"
"376","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_05_2021"
"377","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_07_2021"
"378","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_09_2021"
"379","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_10_2021"
"380","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_13_2021"
"381","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_14_2021"
"382","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon_Forest_Lesmeister_21_dep_15_2021"
"383","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC_15.Fall.USA.2020_2020"
"384","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_1_2019"
"385","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_02_2020"
"386","0","0","1","1","1","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_03_2020"
"387","1","1","1","1","1","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_04_2020"
"388","1","1","1","1","1","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_05_2020"
"389","1","0","1","0","0","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_06_2020"
"390","1","0","0","1","0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_07_2020"
"391","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_08_2020"
"392","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_09_2020"
"393","1","1","1","0","1","1","0","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_20_10_2020"
"394","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_2_2019"
"395","1","1","1","1","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_4_2019"
"396","1","1","0","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_5_2019"
"397","1","1","1","0","1","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_6_2019"
"398","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_7_2019"
"399","1","1","1","0","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SD_Grassland_Custer_County_8_2019"
"400","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_01 09/16/2021_2021"
"401","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_02 09/16/2021_2021"
"402","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_04 09/16/2021_2021"
"403","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_07 09/16/2021_2021"
"404","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_08 09/16/2021_2021"
"405","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_09 09/16/2021_2021"
"406","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_21_dep_10 09/16/2021_2021"
"407","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_FT 09/28/2022_2022"
"408","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_HT 09/28/2022_2022"
"409","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_MM 09/28/2022_2022"
"410","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_MT 09/28/2022_2022"
"411","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_Pens 09/28/2022_2022"
"412","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_SM 09/28/2022_2022"
"413","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_WT 09/28/2022_2022"
"414","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_22_dep01 09/28/2022_2022"
"415","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_Bunkhouse 09/13/2023_2023"
"416","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_EDT 09/13/2023_2023"
"417","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_PigTrap 09/13/2023_2023"
"418","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_WDT 09/13/2023_2023"
"419","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_West 09/01/2023_2023"
"420","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX_Grassland_YoakumDunes_23_pens 09/13/2023_2023"
"421","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_12_2022"
"422","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wasatch_22_dep_13_2022"
"423","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_12_2023"
"424","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_13_2023"
"425","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"UT_Forest_Wild_Wasatch_23_dep_14_2023"
"426","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_21_dep_01_2021"
"427","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_21_dep_04_2021"
"428","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_21_dep_11_2021"
"429","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_21_dep_13_2021"
"430","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_22_dep04_2022"
"431","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_22_dep06_2022"
"432","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_22_dep10_2022"
"433","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_22_dep11_2022"
"434","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_22_dep12_2022"
"435","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Alexander_22_dep13_2022"
"436","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Craighead_20_04_2020"
"437","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Wild_Alexander_23_dep04_2023"
"438","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Wild_Alexander_23_dep08_2023"
"439","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Wild_Alexander_23_dep10_2023"
"440","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Wild_Alexander_23_dep11_2023"
"441","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Wild_Alexander_23_dep12_2023"
"442","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"WY_Forest_Wild_Alexander_23_dep13_2023"
"443","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_10_2019"
"444","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_1_2019"
"445","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_01_2020"
"446","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_02_2020"
"447","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_03_2020"
"448","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_04_2020"
"449","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_06_2020"
"450","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_07_2020"
"451","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_08_2020"
"452","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_20_10_2020"
"453","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_2_2019"
"454","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_3_2019"
"455","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_4_2019"
"456","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_5_2019"
"457","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Carbon_County_8_2019"
"458","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wild_Baggs_23_Location11_2023"
"459","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wild_Baggs_23_Location13_2023"
"460","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wild_Baggs_23_Location14_2023"
"461","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wild_Baggs_23_Location15_2023"
"462","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wild_Baggs_23_Location2_2023"
"463","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wild_Baggs_23_Location3_2023"
"464","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wild_Baggs_23_Location9_2023"
"465","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_001_2022"
"466","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_002_2022"
"467","1","1","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_004_2022"
"468","0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_005_2022"
"469","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_006_2022"
"470","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_007_2022"
"471","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_009_2022"
"472","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_010_2022"
"473","1","1","1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_012_2022"
"474","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_013_2022"
"475","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_032_2022"
"476","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_033_2022"
"477","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_034_2022"
"478","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_Grassland_Wuensch_22_035_2022"
"479","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment10_2022"
"480","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment11_2022"
"481","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment15_2022"
"482","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment1_2022"
"483","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment3_2022"
"484","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment5_2022"
"485","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment6_2022"
"486","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY_grassland_wild_Baggs_22_Deployment9_2022"
