Array,Site_Name,Year,Latitude,Longitude,Start_Date,End_Date,Survey_Nights,Habitat,Development_Level,Humans_Per_Camera,Humans_Per_Camera_Per_Day,Disturbance
Hill,NC_Forest_Hill_21_Dep_18_2021,2021,36.214173,-78.88136437,2021-10-02,2021-11-20,49,Forest,Suburban,44,0.897959183673469,0.192518889904022
Hill,NC_Forest_Hill_21_Dep_19_2021,2021,36.21533475,-78.85952486,2021-10-02,2021-11-20,49,Forest,Suburban,4,0.0816326530612245,0.173405796289444
Hill,NC_Forest_Hill_21_Dep_20 10/02/2021_2021,2021,36.21385006,-78.86677725,2021-10-02,2021-11-20,49,Forest,Suburban,2,0.0408163265306122,0.211482346057892
Hill,NC_Forest_Hill_21_Dep_7_2021,2021,36.20883737,-78.88362941,2021-10-02,2021-11-20,49,Forest,Suburban,40,0.816326530612245,0.15761411190033
Hill,NC_Forest_Hill_3 08/20/2022_2022,2022,36.20232,-78.890538,2022-08-20,2022-11-19,91,Forest,Suburban,12,0.131868131868132,0.222126543521881
Hill,NC_Forest_Hill_5 08/20/2022_2022,2022,36.185384,-78.88686,2022-08-21,2022-11-19,90,Forest,Suburban,2,0.0222222222222222,0.501132786273956
Hill,NC_Forest_Hill_7 08/20/2022_2022,2022,36.209313,-78.884184,2022-08-20,2022-11-19,91,Forest,Suburban,2,0.021978021978022,0.15761411190033
Hill,NC_Forest_Hill_8 08/20/2022_2022,2022,36.210586,-78.856311,2022-08-20,2022-11-19,91,Forest,Suburban,2,0.021978021978022,0.378653138875961
Hill,NC_Forest_Hill_9 08/20/2022_2022,2022,36.200418,-78.891196,2022-08-20,2022-11-19,91,Forest,Suburban,91,1,0.222126543521881
Iredell,NC_Forest_Iredell_21_dep_01_2021,2021,35.808047,-80.886671,2021-08-30,2021-09-25,26,Forest,Suburban,2,0.0769230769230769,0.839832842350006
Iredell,NC_Forest_Iredell_21_dep_02_2021,2021,35.810204,-80.88662,2021-08-30,2021-09-25,26,Forest,Suburban,2,0.0769230769230769,0.839832842350006
Iredell,NC_Forest_Iredell_21_dep_03_2021,2021,35.811006,-80.888337,2021-08-30,2021-09-25,26,Forest,Suburban,13,0.5,0.839832842350006
Iredell,NC_Forest_Iredell_21_dep_04_2021,2021,35.812975,-80.889366,2021-08-30,2021-09-27,28,Forest,Suburban,3,0.107142857142857,0.839832842350006
Iredell,NC_Forest_Iredell_21_dep_05_2021,2021,35.814027,-80.891378,2021-08-30,2021-09-27,28,Forest,Suburban,2,0.0714285714285714,0.839832842350006
Iredell,NC_Forest_Iredell_21_dep_06_2021,2021,35.814135,-80.887561,2021-08-30,2021-09-27,28,Forest,Suburban,2,0.0714285714285714,0.796286940574646
Iredell,NC_Forest_Iredell_21_dep_07_2021,2021,35.796279,-80.907805,2021-08-31,2021-09-23,23,Forest,Suburban,3,0.130434782608696,0.806827068328857
Iredell,NC_Forest_Iredell_21_dep_08_2021,2021,35.797317,-80.906235,2021-08-31,2021-09-23,23,Forest,Suburban,2,0.0869565217391304,0.806827068328857
Iredell,NC_Forest_Iredell_21_dep_09_2021,2021,35.796383,-80.904451,2021-08-31,2021-09-23,23,Forest,Suburban,2,0.0869565217391304,0.844240128993988
Iredell,NC_Forest_Iredell_21_dep_10_2021,2021,35.795803,-80.909874,2021-08-31,2021-09-23,23,Forest,Suburban,2,0.0869565217391304,0.806827068328857
Iredell,NC_Forest_Iredell_21_dep_11_2021,2021,35.802899,-80.898086,2021-09-24,2021-10-22,28,Forest,Suburban,2,0.0714285714285714,0.844240128993988
Iredell,NC_Forest_Iredell_21_dep_12_2021,2021,35.800856,-80.896458,2021-09-24,2021-10-22,28,Forest,Suburban,2,0.0714285714285714,0.844240128993988
Iredell,NC_Forest_Iredell_21_dep_13_2021,2021,35.806241,-80.896895,2021-09-25,2021-10-22,27,Forest,Suburban,2,0.0740740740740741,0.790093421936035
Iredell,NC_Forest_Iredell_21_dep_14_2021,2021,35.805209,-80.900625,2021-09-25,2021-10-22,27,Forest,Suburban,2,0.0740740740740741,0.790093421936035
Iredell,NC_Forest_Iredell_21_dep_15_2021,2021,35.80754,-80.898112,2021-09-25,2021-10-22,27,Forest,Suburban,49,1.81481481481481,0.790093421936035
Iredell,NC_Forest_Iredell_21_dep_16_2021,2021,35.810114,-80.883926,2021-09-27,2021-10-25,28,Forest,Suburban,2,0.0714285714285714,0.850640714168549
Iredell,NC_Forest_Iredell_21_dep_17_2021,2021,35.811806,-80.884057,2021-09-27,2021-10-25,28,Forest,Suburban,2,0.0714285714285714,0.850640714168549
Iredell,NC_Forest_Iredell_21_dep_18_2021,2021,35.812203,-80.887546,2021-09-27,2021-10-25,28,Forest,Suburban,2,0.0714285714285714,0.839832842350006
Iredell,NC_Forest_Iredell_21_dep_19_2021,2021,35.808792,-80.884395,2021-10-12,2021-11-02,21,Forest,Suburban,1,0.0476190476190476,0.850640714168549
Iredell,NC_Forest_Iredell_21_dep_20_2021,2021,35.807106,-80.88564,2021-10-12,2021-11-02,21,Forest,Suburban,2,0.0952380952380952,0.839832842350006
Iredell,NC_Forest_Iredell_22_dep_01_2022,2022,35.808517,-80.8871,2022-08-29,2022-09-28,30,Forest,Suburban,2,0.0666666666666667,0.839832842350006
Iredell,NC_Forest_Iredell_22_dep_02_2022,2022,35.809975,-80.88593,2022-08-29,2022-09-28,30,Forest,Suburban,2,0.0666666666666667,0.839832842350006
Iredell,NC_Forest_Iredell_22_dep_03_2022,2022,35.812162,-80.889293,2022-08-29,2022-09-28,30,Forest,Suburban,2,0.0666666666666667,0.839832842350006
Iredell,NC_Forest_Iredell_22_dep_04_2022,2022,35.810975,-80.883013,2022-08-29,2022-09-28,30,Forest,Suburban,3,0.1,0.850640714168549
Iredell,NC_Forest_Iredell_22_dep_05_2022,2022,35.842177,-80.772169,2022-08-30,2022-10-04,35,Forest,Suburban,10,0.285714285714286,0.418420493602753
Iredell,NC_Forest_Iredell_22_dep_06_2022,2022,35.840799,-80.77236,2022-08-30,2022-10-04,35,Forest,Suburban,2,0.0571428571428571,0.418420493602753
Iredell,NC_Forest_Iredell_22_dep_07_2022,2022,35.839745,-80.773793,2022-08-30,2022-10-04,35,Forest,Suburban,1,0.0285714285714286,0.418420493602753
Iredell,NC_Forest_Iredell_22_dep_08_2022,2022,35.712758,-80.929601,2022-09-03,2022-10-04,31,Forest,Suburban,2,0.0645161290322581,0.472602039575577
Iredell,NC_Forest_Iredell_22_dep_09_2022,2022,35.712828,-80.931644,2022-09-03,2022-10-04,31,Forest,Suburban,2,0.0645161290322581,0.472602039575577
Iredell,NC_Forest_Iredell_22_dep_10_2022,2022,35.712584,-80.93326,2022-09-03,2022-10-04,31,Forest,Suburban,2,0.0645161290322581,0.472602039575577
Iredell,NC_Forest_Iredell_22_dep_11_2022,2022,35.809215,-80.893396,2022-09-28,2022-10-30,32,Forest,Suburban,2,0.0625,0.839832842350006
Iredell,NC_Forest_Iredell_22_dep_12_2022,2022,35.81096,-80.889033,2022-09-28,2022-10-30,32,Forest,Suburban,2,0.0625,0.839832842350006
Iredell,NC_Forest_Iredell_22_dep_13_2022,2022,35.813473,-80.890888,2022-09-28,2022-10-30,32,Forest,Suburban,4,0.125,0.839832842350006
Iredell,NC_Forest_Iredell_22_dep_15_2022,2022,35.839155,-80.771496,2022-10-04,2022-11-01,28,Forest,Suburban,2,0.0714285714285714,0.418420493602753
Iredell,NC_Forest_Iredell_22_dep_16_2022,2022,35.840324,-80.770012,2022-10-04,2022-11-01,28,Forest,Suburban,6,0.214285714285714,0.418420493602753
Iredell,NC_Forest_Iredell_22_dep_17_2022,2022,35.841105,-80.767843,2022-10-04,2022-11-01,28,Forest,Suburban,2,0.0714285714285714,0.418420493602753
Iredell,NC_Forest_Iredell_22_dep_18_2022,2022,35.800435,-80.897266,2022-10-05,2022-10-28,23,Forest,Suburban,2,0.0869565217391304,0.844240128993988
Iredell,NC_Forest_Iredell_22_dep_19_2022,2022,35.795941,-80.908017,2022-10-05,2022-10-28,23,Forest,Suburban,3,0.130434782608696,0.806827068328857
Iredell,NC_Forest_Iredell_22_dep_20_2022,2022,35.796999,-80.906022,2022-10-05,2022-10-28,23,Forest,Suburban,2,0.0869565217391304,0.806827068328857
MtGlum,NC_Forest_MtGlum_1 09/09/2022_2022,2022,35.495985,-82.299184,2022-09-09,2022-10-23,44,Forest,Rural,3,0.0681818181818182,0.236306667327881
MtGlum,NC_Forest_MtGlum_10 09/08/2022_2022,2022,35.501895,-82.30362,2022-09-08,2022-10-22,44,Forest,Rural,2,0.0454545454545455,0.195370584726334
MtGlum,NC_Forest_MtGlum_11 09/09/2022_2022,2022,35.496894,-82.29868,2022-09-09,2022-10-23,44,Forest,Rural,3,0.0681818181818182,0.236306667327881
MtGlum,NC_Forest_MtGlum_12 09/09/2022_2022,2022,35.495631,-82.301845,2022-09-09,2022-10-23,44,Forest,Rural,1,0.0227272727272727,0.340690314769745
MtGlum,NC_Forest_MtGlum_13 09/08/2022_2022,2022,35.505764,-82.307834,2022-09-08,2022-10-22,44,Forest,Rural,2,0.0454545454545455,0.195370584726334
MtGlum,NC_Forest_MtGlum_15 09/08/2022_2022,2022,35.502176,-82.301047,2022-09-08,2022-10-22,44,Forest,Rural,1,0.0227272727272727,0.195370584726334
MtGlum,NC_Forest_MtGlum_3 09/08/2022_2022,2022,35.499513,-82.297397,2022-09-08,2022-10-22,44,Forest,Rural,2,0.0454545454545455,0.396887749433517
MtGlum,NC_Forest_MtGlum_4 09/08/2022_2022,2022,35.500085,-82.300575,2022-09-08,2022-10-22,44,Forest,Rural,2,0.0454545454545455,0.195370584726334
MtGlum,NC_Forest_MtGlum_5 09/08/2022_2022,2022,35.501109,-82.298754,2022-09-08,2022-10-22,44,Forest,Rural,2,0.0454545454545455,0.396887749433517
MtGlum,NC_Forest_MtGlum_6 09/08/2022_2022,2022,35.503984,-82.303598,2022-09-08,2022-09-14,6,Forest,Rural,1,0.166666666666667,0.195370584726334
MtGlum,NC_Forest_MtGlum_7 09/08/2022_2022,2022,35.503852,-82.306066,2022-09-08,2022-10-22,44,Forest,Rural,2,0.0454545454545455,0.195370584726334
MtGlum,NC_Forest_MtGlum_8 09/08/2022_2022,2022,35.502305,-82.307859,2022-09-08,2022-09-25,17,Forest,Rural,1,0.0588235294117647,0.195370584726334
MtGlum,NC_Forest_MtGlum_9 09/08/2022_2022,2022,35.501121,-82.306099,2022-09-08,2022-10-22,44,Forest,Rural,2,0.0454545454545455,0.195370584726334
MtGlum,NC_Forest_Mt_Glum_20_01_2020,2020,35.49598,-82.29918,2020-09-15,2020-10-31,46,Forest,Rural,4,0.0869565217391304,0.236306667327881
MtGlum,NC_Forest_Mt_Glum_20_03_2020,2020,35.49951,-82.29739,2020-09-15,2020-10-31,46,Forest,Rural,2,0.0434782608695652,0.396887749433517
MtGlum,NC_Forest_Mt_Glum_20_04_2020,2020,35.50008,-82.30057,2020-09-15,2020-10-31,46,Forest,Rural,2,0.0434782608695652,0.195370584726334
MtGlum,NC_Forest_Mt_Glum_20_05_2020,2020,35.5011,-82.29875,2020-09-15,2020-10-31,46,Forest,Rural,2,0.0434782608695652,0.396887749433517
MtGlum,NC_Forest_Mt_Glum_20_06_2020,2020,35.50368,-82.30364,2020-09-15,2020-11-01,47,Forest,Rural,2,0.0425531914893617,0.195370584726334
MtGlum,NC_Forest_Mt_Glum_20_07_2020,2020,35.50377,-82.30597,2020-09-15,2020-09-25,10,Forest,Rural,1,0.1,0.195370584726334
MtGlum,NC_Forest_Mt_Glum_20_08_2020,2020,35.50224,-82.30771,2020-09-15,2020-11-01,47,Forest,Rural,2,0.0425531914893617,0.195370584726334
MtGlum,NC_Forest_Mt_Glum_20_09_2020,2020,35.50102,-82.30605,2020-09-15,2020-10-29,44,Forest,Rural,1,0.0227272727272727,0.195370584726334
MtGlum,NC_Forest_Mt_Glum_20_10_2020,2020,35.5018,-82.30341,2020-09-15,2020-10-29,44,Forest,Rural,1,0.0227272727272727,0.195370584726334
MtGlum,NC_Forest_Mt_Glum_20_15_2020,2020,35.49712,-82.29733,2020-09-15,2020-10-31,46,Forest,Rural,9,0.195652173913043,0.236306667327881
MtGlum,NC_Forest_Mtglum23.06_2023_2023,2023,35.50384,-82.30348,2023-09-10,2023-11-28,79,Forest,Rural,3,0.0379746835443038,0.195370584726334
MtGlum,NC_Forest_Mtglum23.14_2023_2023,2023,35.50388,-82.30958,2023-09-10,2023-11-28,79,Forest,Rural,4,0.0506329113924051,0.202897131443024
Roan,NC_Forest_Roan_21_dep.cloud1_2021,2021,36.105567,-82.107767,2021-09-06,2021-10-06,30,Forest,Wild,2,0.0666666666666667,0.144581139087677
Roan,NC_Forest_Roan_21_dep.cloud2_2021,2021,36.10351,-82.12871,2021-09-12,2021-12-06,85,Forest,Wild,4,0.0470588235294118,0.201640427112579
Roan,NC_Forest_Roan_21_dep.cloud3_2021,2021,36.10233,-82.13154,2021-09-12,2021-12-06,85,Forest,Wild,3,0.0352941176470588,0.169612377882004
Roan,NC_Forest_Roan_21_dep.cloud4_2021,2021,36.09568,-82.14135,2021-09-12,2021-12-06,85,Forest,Wild,2,0.0235294117647059,0.145447254180908
Roan,NC_Forest_Roan_21_dep.cloud5_2021,2021,36.09377,-82.14202,2021-09-12,2021-12-06,85,Forest,Wild,2,0.0235294117647059,0.145447254180908
Roan,NC_Forest_Roan_21_dep.cloud6_2021,2021,36.09301,-82.14459,2021-09-12,2021-10-07,25,Forest,Wild,1,0.04,0.145447254180908
Roan,NC_Forest_Roan_21_dep.cloud7_2021,2021,36.10323,-82.13556,2021-09-11,2021-12-05,85,Forest,Wild,1,0.0117647058823529,0.169612377882004
Roan,NC_Forest_Roan_21_dep.cloud8_2021,2021,36.10183,-82.12675,2021-09-13,2021-10-11,28,Forest,Wild,1,0.0357142857142857,0.201640427112579
Roan,NC_Forest_Roan_21_dep.cloud9_2021,2021,36.10082,-82.12441,2021-09-12,2021-09-16,4,Forest,Wild,1,0.25,0.268694937229156
Roan,NC_Forest_Roan_21_dep1_2021,2021,36.10564,-82.10307,2021-09-06,2021-10-24,48,Forest,Wild,7,0.145833333333333,0.144581139087677
Roan,NC_Forest_Roan_21_dep3_2021,2021,36.10577,-82.09402,2021-09-06,2021-10-11,35,Forest,Wild,2,0.0571428571428571,0.140492975711823
Roan,NC_Forest_Roan_21_dep4_2021,2021,36.105567,-82.107767,2021-09-12,2021-11-15,64,Forest,Wild,4,0.0625,0.144581139087677
Roan,NC_Forest_Roan_21_loc2_2021,2021,36.101513,-82.09804,2021-09-06,2021-09-10,4,Forest,Wild,1,0.25,0.140492975711823
Schenck,NC_Forest_Schenck_21_dep_10_2021,2021,35.817672,-78.733431,2021-09-11,2021-10-25,44,Forest,Suburban,4,0.0909090909090909,0.744273900985718
Schenck,NC_Forest_Schenck_21_dep_11_2021,2021,35.818183,-78.73025,2021-09-03,2021-10-25,52,Forest,Suburban,5,0.0961538461538462,0.744273900985718
Schenck,NC_Forest_Schenck_21_dep_12_2021,2021,35.81827,-78.7269,2021-09-03,2021-10-25,52,Forest,Suburban,7,0.134615384615385,0.750893592834473
Schenck,NC_Forest_Schenck_21_dep_13_2021,2021,35.817811,-78.723861,2021-09-03,2021-09-28,25,Forest,Suburban,14,0.56,0.750893592834473
Schenck,NC_Forest_Schenck_21_dep_14_2021,2021,35.819951,-78.732427,2021-09-11,2021-10-25,44,Forest,Suburban,32,0.727272727272727,0.744273900985718
Schenck,NC_Forest_Schenck_21_dep_15_2021,2021,35.82084,-78.73008,2021-09-03,2021-10-25,52,Forest,Suburban,44,0.846153846153846,0.744273900985718
Schenck,NC_Forest_Schenck_21_dep_16_2021,2021,35.82089,-78.72757,2021-09-03,2021-10-25,52,Forest,Suburban,4,0.0769230769230769,0.750893592834473
Schenck,NC_Forest_Schenck_21_dep_17_2021,2021,35.82316,-78.7287,2021-09-11,2021-10-25,44,Forest,Suburban,3,0.0681818181818182,0.744273900985718
Schenck,NC_Forest_Schenck_21_dep_1_2021,2021,35.810349,-78.723625,2021-09-03,2021-10-24,51,Forest,Suburban,2,0.0392156862745098,0.776519536972046
Schenck,NC_Forest_Schenck_21_dep_20_2021,2021,35.813423,-78.730041,2021-09-03,2021-10-25,52,Forest,Suburban,5,0.0961538461538462,0.816952586174011
Schenck,NC_Forest_Schenck_21_dep_21_2021,2021,35.821267,-78.724807,2021-09-11,2021-10-25,44,Forest,Suburban,2,0.0454545454545455,0.750893592834473
Schenck,NC_Forest_Schenck_21_dep_22_2021,2021,35.818547,-78.720898,2021-09-11,2021-09-28,17,Forest,Suburban,11,0.647058823529412,0.750893592834473
Schenck,NC_Forest_Schenck_21_dep_23_2021,2021,35.815428,-78.733105,2021-09-03,2021-10-25,52,Forest,Suburban,2,0.0384615384615385,0.744273900985718
Schenck,NC_Forest_Schenck_21_dep_24_2021,2021,35.811071,-78.727337,2021-09-03,2021-11-05,63,Forest,Suburban,2,0.0317460317460317,0.776519536972046
Schenck,NC_Forest_Schenck_21_dep_2_2021,2021,35.81265,-78.726731,2021-09-03,2021-10-25,52,Forest,Suburban,4,0.0769230769230769,0.776519536972046
Schenck,NC_Forest_Schenck_21_dep_5_2021,2021,35.816172,-78.731246,2021-09-11,2021-10-25,44,Forest,Suburban,5,0.113636363636364,0.744273900985718
Schenck,NC_Forest_Schenck_21_dep_6_2021,2021,35.81534,-78.7271,2021-09-03,2021-10-25,52,Forest,Suburban,20,0.384615384615385,0.750893592834473
Schenck,NC_Forest_Schenck_21_dep_7_2021,2021,35.816734,-78.722444,2021-09-04,2021-09-28,24,Forest,Suburban,9,0.375,0.750893592834473
Schenck,NC_Forest_Schenck_Sch20_12 08/28/2022_2022,2022,35.818326,-78.726923,2022-08-28,2022-10-29,62,Forest,Suburban,7,0.112903225806452,0.750893592834473
Schenck,NC_Forest_Schenck_Sch20_2 08/28/2022_2022,2022,35.812521,-78.727022,2022-08-28,2022-12-04,98,Forest,Suburban,200,2.04081632653061,0.776519536972046
Schenck,NC_Forest_Schenck_Sch20_24 08/29/2022_2022,2022,35.810951,-78.727201,2022-08-29,2022-12-04,97,Forest,Suburban,1,0.0103092783505155,0.776519536972046
Schenck,NC_Forest_Schenck_Sch_02_2023_2023,2023,35.81271,-78.72726,2023-09-01,2023-11-03,63,Forest,Suburban,131,2.07936507936508,0.776519536972046
Schenck,NC_Forest_Schenck_Sch_05_2023_2023,2023,35.81561,-78.73028,2023-09-01,2023-11-11,71,Forest,Suburban,3,0.0422535211267606,0.744273900985718
Schenck,NC_Forest_Schenck_Sch_10_2023_2023,2023,35.81913,-78.73347,2023-09-01,2023-10-26,55,Forest,Suburban,1,0.0181818181818182,0.744273900985718
Schenck,NC_Forest_Schenck_Sch_11_2023_2023,2023,35.81852,-78.73015,2023-09-01,2023-11-11,71,Forest,Suburban,3,0.0422535211267606,0.744273900985718
Schenck,NC_Forest_Schenck_Sch_12_2023_2023,2023,35.81842,-78.72706,2023-09-01,2023-11-11,71,Forest,Suburban,20,0.28169014084507,0.750893592834473
Schenck,NC_Forest_Schenck_Sch_13_2023_2023,2023,35.81799,-78.72408,2023-09-01,2023-11-11,71,Forest,Suburban,7,0.0985915492957746,0.750893592834473
Schenck,NC_Forest_Schenck_Sch_14_2023_2023,2023,35.82095,-78.73343,2023-09-01,2023-10-07,36,Forest,Suburban,0,0,0.744273900985718
Schenck,NC_Forest_Schenck_Sch_15_2023_2023,2023,35.82095,-78.73019,2023-09-01,2023-11-11,71,Forest,Suburban,70,0.985915492957746,0.744273900985718
Schenck,NC_Forest_Schenck_Sch_16_2023_2023,2023,35.82069,-78.72764,2023-09-01,2023-11-11,71,Forest,Suburban,2,0.028169014084507,0.750893592834473
Schenck,NC_Forest_Schenck_Sch_17_2023_2023,2023,35.82317,-78.72823,2023-09-01,2023-11-11,71,Forest,Suburban,2,0.028169014084507,0.744273900985718
Schenck,NC_Forest_Schenck_Sch_20_2023_2023,2023,35.8135,-78.73001,2023-09-01,2023-11-11,71,Forest,Suburban,2,0.028169014084507,0.816952586174011
Schenck,NC_Forest_Schenck_Sch_21_2023_2023,2023,35.82113,-78.7247,2023-09-01,2023-11-29,89,Forest,Suburban,5,0.0561797752808989,0.750893592834473
Schenck,NC_Forest_Schenck_Sch_22_2023_2023,2023,35.81829,-78.72033,2023-09-01,2023-10-17,46,Forest,Suburban,1,0.0217391304347826,0.750893592834473
Schenck,NC_Forest_Schenck_Sch_23_2023_2023,2023,35.81568,-78.73285,2023-09-01,2023-11-11,71,Forest,Suburban,5,0.0704225352112676,0.744273900985718
Schenck,NC_Forest_Schenck_Sch_24_2023_2023,2023,35.81104,-78.72753,2023-09-01,2023-11-11,71,Forest,Suburban,1,0.0140845070422535,0.776519536972046
Schenck,NC_Forest_Schenck_Sch_6_2023_2023,2023,35.81571,-78.72683,2023-09-01,2023-11-11,71,Forest,Suburban,35,0.492957746478873,0.750893592834473
Schenck,NC_Forest_Schenck_Sch_7_2023_2023,2023,35.81622,-78.72279,2023-09-01,2023-11-11,71,Forest,Suburban,9,0.126760563380282,0.750893592834473
Schenck,NC_Forest_Schenk 08/22/2022_2022,2022,35.815631,-78.732407,2022-08-22,2022-09-05,14,Forest,Suburban,22,1.57142857142857,0.744273900985718
Schenck,NC_Forest_Schenk_Sch20_16 08/22/2022_2022,2022,35.823273,-78.728405,2022-08-22,2022-10-23,62,Forest,Suburban,9,0.145161290322581,0.744273900985718
Schenck,NC_Forest_Schenk_Sch20_6 08/27/2022_2022,2022,35.81528,-78.727104,2022-08-27,2022-10-23,57,Forest,Suburban,16,0.280701754385965,0.750893592834473
Schenck,NC_Forest_Schenk_Sch20_7 08/22/2022_2022,2022,35.823269,-78.728389,2022-08-22,2022-10-23,62,Forest,Suburban,37,0.596774193548387,0.744273900985718
Schenck,NC_Forest_Schenk_Sch22_10 08/22/2022_2022,2022,35.818038,-78.73331,2022-10-10,2022-10-25,15,Forest,Suburban,12,0.8,0.744273900985718
Schenck,NC_Forest_Schenk_Sch22_15 08/26/2022_2022,2022,35.820826,-78.730431,2022-08-26,2022-10-25,60,Forest,Suburban,31,0.516666666666667,0.744273900985718
Farris,NC_Forest_Seven_Devils_20_02_2020,2020,36.13566,-81.82858,2020-09-06,2020-10-17,41,Forest,Wild,98,2.39024390243902,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_03_2020,2020,36.13424,-81.83013,2020-09-06,2020-09-13,7,Forest,Wild,24,3.42857142857143,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_04_2020,2020,36.13276,-81.83162,2020-09-06,2020-10-16,40,Forest,Wild,10,0.25,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_05_2020,2020,36.13107,-81.83424,2020-09-06,2020-10-17,41,Forest,Wild,173,4.21951219512195,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_06_2020,2020,36.13272,-81.83455,2020-09-06,2020-09-27,21,Forest,Wild,38,1.80952380952381,0.775436520576477
Farris,NC_Forest_Seven_Devils_20_07_2020,2020,36.13639,-81.82574,2020-09-06,2020-09-14,8,Forest,Wild,1,0.125,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_08_2020,2020,36.14048,-81.82464,2020-09-06,2020-10-17,41,Forest,Wild,3,0.0731707317073171,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_09_2020,2020,36.13705,-81.82354,2020-09-06,2020-10-17,41,Forest,Wild,2,0.048780487804878,0.349352210760117
Farris,NC_Forest_Seven_Devils_20_10_2020,2020,36.13855,-81.82582,2020-09-06,2020-10-17,41,Forest,Wild,5,0.121951219512195,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_11_2020,2020,36.13893,-81.8236,2020-09-06,2020-10-17,41,Forest,Wild,19,0.463414634146341,0.349352210760117
Farris,NC_Forest_Seven_Devils_20_12_2020,2020,36.13992,-81.82169,2020-09-06,2020-10-17,41,Forest,Wild,4,0.0975609756097561,0.349352210760117
Farris,NC_Forest_Seven_Devils_20_13_2020,2020,36.14107,-81.8198,2020-09-07,2020-10-17,40,Forest,Wild,1,0.025,0.50604647397995
Farris,NC_Forest_Seven_Devils_20_14_2020,2020,36.14244,-81.81828,2020-09-06,2020-10-17,41,Forest,Wild,4,0.0975609756097561,0.50604647397995
Farris,NC_Forest_Seven_Devils_20_15_2020,2020,36.14339,-81.81525,2020-09-06,2020-10-17,41,Forest,Wild,2,0.048780487804878,0.50604647397995
Farris,NC_Forest_Seven_Devils_20_16_2020,2020,36.1445,-81.81302,2020-09-06,2020-10-17,41,Forest,Wild,0,0,0.677880644798279
Farris,NC_Forest_Seven_Devils_20_17_2020,2020,36.14537,-81.81117,2020-09-06,2020-10-17,41,Forest,Wild,2,0.048780487804878,0.677880644798279
Farris,NC_Forest_Seven_Devils_20_18_2020,2020,36.14632,-81.80898,2020-09-06,2020-10-17,41,Forest,Wild,4,0.0975609756097561,0.677880644798279
Farris,NC_Forest_Seven_Devils_20_19_2020,2020,36.14824,-81.80727,2020-09-06,2020-09-13,7,Forest,Wild,139,19.8571428571429,0.677880644798279
Farris,NC_Forest_Seven_Devils_20_20_2020,2020,36.1326,-81.82813,2020-09-13,2020-10-17,34,Forest,Wild,2,0.0588235294117647,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_21_2020,2020,36.13314,-81.83199,2020-09-13,2020-10-17,34,Forest,Wild,5,0.147058823529412,0.585567533969879
Farris,NC_Forest_Seven_Devils_20_22_2020,2020,36.14165,-81.82268,2020-09-13,2020-10-17,34,Forest,Wild,2,0.0588235294117647,0.50604647397995
Iredell,NC_Forest_Suburban_Iredell_23_dep_02_2023,2023,35.802938,-80.897895,2023-08-25,2023-09-29,35,Forest,Suburban,4,0.114285714285714,0.844240128993988
Iredell,NC_Forest_Suburban_Iredell_23_dep_03_2023,2023,35.809929,-80.88664,2023-08-25,2023-09-25,31,Forest,Suburban,3,0.0967741935483871,0.839832842350006
Iredell,NC_Forest_Suburban_Iredell_23_dep_04_2023,2023,35.809929,-80.88664,2023-08-25,2023-09-25,31,Forest,Suburban,2,0.0645161290322581,0.839832842350006
Iredell,NC_Forest_Suburban_Iredell_23_dep_05_2023,2023,35.80787,-80.886999,2023-08-25,2023-09-25,31,Forest,Suburban,5,0.161290322580645,0.839832842350006
Iredell,NC_Forest_Suburban_Iredell_23_dep_06_2023,2023,35.71287,-80.929631,2023-08-26,2023-10-03,38,Forest,Suburban,2,0.0526315789473684,0.472602039575577
Iredell,NC_Forest_Suburban_Iredell_23_dep_07_2023,2023,35.712766,-80.931559,2023-08-26,2023-10-03,38,Forest,Suburban,2,0.0526315789473684,0.472602039575577
Iredell,NC_Forest_Suburban_Iredell_23_dep_08_2023,2023,35.712427,-80.932738,2023-08-26,2023-10-03,38,Forest,Suburban,2,0.0526315789473684,0.472602039575577
Iredell,NC_Forest_Suburban_Iredell_23_dep_09_2023,2023,35.79601,-80.90784,2023-09-01,2023-10-01,30,Forest,Suburban,3,0.1,0.806827068328857
Iredell,NC_Forest_Suburban_Iredell_23_dep_10_2023,2023,35.79712,-80.9077,2023-09-01,2023-10-01,30,Forest,Suburban,2,0.0666666666666667,0.806827068328857
Iredell,NC_Forest_Suburban_Iredell_23_dep_11_2023,2023,35.81172,-80.89031,2023-09-25,2023-10-30,35,Forest,Suburban,4,0.114285714285714,0.839832842350006
Iredell,NC_Forest_Suburban_Iredell_23_dep_12_2023,2023,35.81189,-80.88836,2023-09-25,2023-10-30,35,Forest,Suburban,3,0.0857142857142857,0.839832842350006
Iredell,NC_Forest_Suburban_Iredell_23_dep_13_2023,2023,35.81139,-80.88606,2023-09-25,2023-10-30,35,Forest,Suburban,3,0.0857142857142857,0.839832842350006
