Project,Camera_Trap_Array,Site_Name,Deployment_ID,Date_Out,Date_Retrieved,First_Detection,Survey_Days,Latitude,Longitude,Time_Zone,Habitat,Feature_Water,Feature_Road,Feature_Human_Trail,Feature_Human_Structure,Feature_Log_Rock_Outcrop,Vegetation_Ground_Cover,Vegetation_Understory,Vegetation_Canopy,Camera_Height,Resticted_Field,Obstructed_view,Wide
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_1_Fall19,d55415,10/28/19,11/17/19,10/28/19,20,35.79428,-81.63394,EST,forest,0,0,0,0,0,0,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_2_Fall19,d55416,10/7/19,10/28/19,10/7/19,21,35.80085,-81.67653,EST,forest,0,0,0,0,0,medium,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_3_Fall19,d55417,10/7/19,10/28/19,10/7/19,21,35.80878,-81.68459,EST,forest,0,0,0,0,0,0,low,medium,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_4_Fall19,d55418,10/9/19,10/28/19,10/9/19,19,35.81515,-81.69077,EST,forest,0,0,0,0,0,high,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_5_Fall19,d55419,10/28/19,11/17/19,10/28/19,20,35.79378,-81.65502,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_6_Fall19,d55420,11/4/19,11/15/19,11/4/19,11,35.79044,-81.6707,EST,forest,0,0,0,0,0,low,medium,medium,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_7_Fall19,d55421,10/31/19,11/18/19,10/31/19,18,35.8126,-81.6519,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Forest_8_Fall19,d55422,10/29/19,11/18/19,10/29/19,20,35.80435,-81.63491,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_JohnsRiverGL_Open_1_Fall19,d55437,10/9/19,10/28/19,10/9/19,19,35.79696,-81.68385,EST,grassland,0,0,0,0,0,0,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_PisgahNF_WB_Forest_1_Fall19,d55423,10/31/19,11/17/19,10/31/19,17,35.84378,-81.85817,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_PisgahNF_WB_Forest_2_Fall19,d55424,10/26/19,11/17/19,10/26/19,22,35.82875,-81.85581,EST,forest,0,0,0,0,0,low,medium,medium,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_PisgahNF_WB_Forest_5_Fall19,d55427,10/25/19,11/12/19,10/25/19,18,35.82799,-81.86637,EST,forest,0,0,0,0,0,low,high,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_PisgahNF_WB_Forest_6_Fall19,d55428,10/25/19,11/17/19,10/25/19,23,35.83051,-81.8605,EST,forest,0,0,0,0,0,low,medium,medium,2,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Dev_1_Fall19,d55412,10/9/19,10/28/19,10/9/19,19,35.67736,-81.69536,EST,grassland,0,0,0,0,0,high,medium,0,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Forest_1_Fall19,d55430,10/28/19,11/18/19,10/28/19,21,35.67162,-81.68453,EST,forest,0,0,0,0,0,0,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Forest_3_Fall19,d55431,10/28/19,11/18/19,10/28/19,21,35.65998,-81.67797,EST,forest,0,0,0,0,0,0,0,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Forest_4_Fall19,d55432,11/3/19,11/18/19,11/3/19,15,35.6657,-81.6775,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Forest_5_Fall19,d55433,10/29/19,11/18/19,10/29/19,20,35.66271,-81.66497,EST,forest,0,0,0,0,0,0,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Open_2_Fall19_b,d44676,10/7/19,10/28/19,10/7/19,21,35.67375,-81.69052,EST,forest,0,0,0,0,0,low,high,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Open_4_Fall19,d55439,10/7/19,10/28/19,10/7/19,21,35.67643,-81.68218,EST,forest,0,0,1,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Open_9_Fall19,d55440,10/7/19,10/28/19,10/7/19,21,35.67031,-81.69306,EST,forest,0,0,0,0,0,low,0,low,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_SouthMtnGL_Trail_1_Fall19,d55435,10/28/19,11/17/19,10/28/19,20,35.64705,-81.83766,EST,forest,0,0,0,0,0,low,low,medium,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_TableRock_Dev_1_Fall19,d55414,10/6/19,10/25/19,10/6/19,19,35.84027,-81.82937,EST,forest,0,0,0,0,0,0,low,medium,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_TableRock_Dev_2_Fall19,d55441,10/4/19,10/25/19,10/4/19,21,35.84553,-81.83411,EST,forest,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Burke County,NC_TableRock_Dev_3_Fall19,d55436,10/4/19,10/25/19,10/4/19,21,35.83939,-81.83366,EST,grassland,0,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_1_Fall19,d55450,9/15/19,10/4/19,9/15/19,19,35.18106,-81.35471,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_2_Fall19,d55443,10/5/19,10/28/19,10/5/19,23,35.1821,-81.33811,EST,forest,0,0,0,0,0,low,low,high,0,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_3_Fall19,d55463,9/14/19,10/4/19,9/14/19,20,35.18754,-81.34648,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_4_Fall19,d55451,9/13/19,10/4/19,9/13/19,21,35.19206,-81.32583,EST,forest,0,0,0,0,0,low,low,medium,1,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_5_Fall19,d55452,10/4/19,10/28/19,10/4/19,24,35.18898,-81.32593,EST,forest,0,0,0,0,0,0,medium,high,1,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_Cleveland_LH_6_Fall19,d55464,10/4/19,10/28/19,10/4/19,24,35.19297,-81.34596,EST,forest,0,0,0,0,0,high,low,low,1,0,1,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Forest_1_Fall19,d55453,10/7/19,10/25/19,10/7/19,18,35.16686,-81.37206,EST,forest,0,0,0,0,0,medium,medium,low,2,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Forest_2_Fall19,d55454,10/8/19,10/27/19,10/8/19,19,35.16618,-81.3682,EST,forest,0,0,0,0,0,0,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Open_1_Fall19,d55465,10/7/19,10/26/19,10/7/19,19,35.16914,-81.36465,EST,forest,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Cleveland County,NC_CrowdersMtn_Open_2_Fall19,d55466,9/14/19,10/7/19,9/14/19,23,35.16794,-81.3432,EST,forest,0,0,0,0,0,low,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_B_8_Fall19,d55504,8/26/19,9/16/19,8/26/19,21,35.19047,-77.01134,EST,grassland,0,0,0,0,0,high,high,0,1,1,0,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_CK_12_Fall19,d55507,8/26/19,9/16/19,8/26/19,21,35.21662,-76.94617,EST,grassland,0,0,0,0,0,high,high,0,1,1,1,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_CK_2_Fall19,d55481,9/16/19,9/29/19,9/16/19,13,35.21313,-76.94352,EST,forest,0,0,0,0,0,high,medium,low,2,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_CK_8_Fall19,d55510,8/27/19,9/16/19,8/27/19,20,35.21279,-76.94924,EST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_D_11_Fall19,d55511,8/26/19,9/16/19,8/26/19,21,35.0958,-76.9847,EST,forest,0,0,0,0,0,high,low,high,2,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_D_2_Fall19,d55512,8/26/19,9/16/19,8/26/19,21,35.16646,-77.00508,EST,grassland,0,0,0,0,0,high,medium,0,1,0,1,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_D_7_Fall19,d55514,9/17/19,10/9/19,9/17/19,22,35.12724,-76.96928,EST,forest,0,0,0,0,0,low,medium,0,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_D_8_Fall19,d55485,9/16/19,10/7/19,9/16/19,21,35.16502,-77.00771,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_Craven_DN_1_Fall19,d55486,9/18/19,10/7/19,9/18/19,19,35.18675,-77.00964,EST,forest,0,0,0,0,0,high,high,low,2,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_NeuseRiverGL_Forest_1,d60478,9/15/19,10/6/19,9/15/19,21,35.09194,-76.9938,EST,forest,0,0,0,0,0,high,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_NeuseRiverGL_Forest_1_Fall19,d55497,8/21/19,9/16/19,8/21/19,26,35.12143,-76.97495,EST,forest,0,0,0,0,0,medium,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_NeuseRiverGL_Forest_2_Fall19,d55498,9/17/19,10/9/19,9/17/19,22,35.10252,-76.97043,EST,forest,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_NeuseRiverGL_Forest_3_Fall19,d55499,8/21/19,9/16/19,8/21/19,26,35.12319,-76.99489,EST,forest,0,0,0,0,0,high,medium,0,1,0,0,0
North Carolina's Candid Critters,NC_Craven County,NC_NeuseRiverGL_Open_3_Fall19,d55515,9/16/19,10/9/19,9/16/19,23,35.11359,-76.97664,EST,forest,0,0,0,0,0,high,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_Dare_CS_1_Fall19,d55523,8/23/19,9/13/19,8/23/19,21,35.87256,-75.88248,EST,forest,0,0,0,0,0,low,medium,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_Dare_GD_1_Fall19,d55516,8/24/19,9/16/19,8/24/19,23,36.09614,-75.74007,EST,forest,0,1,1,0,0,high,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_Hyde_E_1_Fall19,d55529,8/26/19,9/16/19,8/26/19,21,35.83696,-75.81265,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_Hyde_E_2_Fall19,d55539,8/26/19,9/16/19,8/26/19,21,35.82978,-75.81005,EST,grassland,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_Hyde_L_1_Fall19,d55530,8/23/19,9/13/19,8/23/19,21,35.88944,-75.95813,EST,forest,0,0,0,0,0,high,medium,low,2,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_Hyde_L_2_Fall19,d55531,8/23/19,9/13/19,8/23/19,21,35.89109,-75.95516,EST,forest,0,0,0,0,0,high,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_JockeysRidgeSP_Open_5,d60854,9/16/19,10/9/19,9/16/19,23,35.9629,-75.6299,EST,forest,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_NagsHeadWoods_Developed_1_Fall19,d55518,8/24/19,9/16/19,8/24/19,23,35.99767,-75.66284,EST,forest,0,0,0,0,0,high,high,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_NagsHeadWoods_Forest_2_Fall19,d55533,8/24/19,9/16/19,8/24/19,23,35.99476,-75.66856,EST,forest,0,0,0,0,0,low,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_NagsHeadWoods_Forest_3_Fall19,d55534,8/24/19,9/16/19,8/24/19,23,35.98496,-75.66402,EST,forest,0,0,0,0,0,medium,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_NagsHeadWoods_Forest_4_Fall19,d55535,8/24/19,9/16/19,8/24/19,23,35.99705,-75.66656,EST,forest,0,0,0,0,0,low,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_NagsHeadWoods_Open_1_Fall19,d55544,8/24/19,9/16/19,8/24/19,23,35.99264,-75.6685,EST,forest,0,0,0,0,0,low,0,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_Skyco_Forest_2_Fall19,d55537,8/24/19,9/12/19,8/24/19,19,35.87674,-75.66127,EST,forest,0,0,0,0,0,low,high,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_SSUSA2,d62445,9/24/19,11/5/19,9/24/19,42,35.86135,-75.84613,EST,forest,0,1,1,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_SSUSA3,d62446,9/23/19,10/6/19,9/23/19,13,35.85289,-75.85114,EST,grassland,0,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_SSUSA4,d62447,9/24/19,10/19/19,9/24/19,25,35.85409,-75.84132,EST,grassland,0,1,1,0,0,high,low,0,2,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_SSUSA5,d62448,9/24/19,11/5/19,9/24/19,42,35.82811,-75.88707,EST,forest,0,0,0,0,0,low,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_SSUSA7,d62450,9/24/19,11/5/19,9/24/19,42,35.82747,-75.89798,EST,forest,0,0,0,0,0,low,high,low,1,0,1,0
North Carolina's Candid Critters,NC_Dare County,NC_SSUSA8,d62451,9/24/19,10/8/19,9/24/19,14,35.80278,-75.88639,EST,forest,1,0,0,0,0,low,medium,medium,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_SSUSA9,d62452,9/24/19,11/5/19,9/24/19,42,35.8265,-75.9243,EST,grassland,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_WrightBrothersNM_4_Fall19,d55545,8/24/19,9/16/19,8/24/19,23,36.0073,-75.67326,EST,grassland,0,0,0,0,0,medium,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Dare County,NC_WrightBrothersNM_Open_4_Fall,d58265,8/25/19,9/16/19,8/25/19,22,36.0105,-75.6734,EST,grassland,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Forest_51_Fall19,d55582,10/25/19,11/15/19,10/25/19,21,35.39979,-82.92383,EST,forest,0,0,0,0,1,low,low,high,1,0,1,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Forest_53_Fall19,d55583,10/27/19,11/15/19,10/27/19,19,35.40323,-82.94371,EST,forest,0,0,0,0,0,0,low,high,2,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Forest_55_Fall19,d55584,10/24/19,10/28/19,10/24/19,4,35.39318,-82.917,EST,forest,0,0,0,0,0,medium,low,high,0,0,1,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Forest_61_Fall19,d55585,10/26/19,11/15/19,10/26/19,20,35.40679,-82.88726,EST,forest,0,0,0,0,0,0,low,high,1,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Forest_63_Fall19,d55586,10/26/19,11/15/19,10/26/19,20,35.40656,-82.88402,EST,forest,0,0,0,0,0,high,low,high,2,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Forest_68_Fall19,d55587,10/25/19,11/15/19,10/25/19,21,35.41943,-82.93262,EST,forest,0,0,0,0,0,high,low,medium,1,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Forest_70_Fall19,d55589,10/26/19,11/13/19,10/26/19,18,35.407,-82.916,EST,forest,0,0,0,0,0,0,0,high,1,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Open_1_Fall19,d55604,10/4/19,10/26/19,10/4/19,22,35.45703,-82.84553,EST,anthropogenic,0,0,0,1,0,high,0,0,0,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_ColdMtnGL_Open_2_Fall19,d55605,10/4/19,10/23/19,10/4/19,19,35.45506,-82.92884,EST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_Haywood_JM_Developed_1_Fall19,d55578,10/4/19,10/26/19,10/4/19,22,35.47188,-82.88088,EST,grassland,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Haywood County,NC_MaxPatch_Forest_14_Fall19,d55596,10/27/19,11/14/19,10/27/19,18,35.4017,-82.93095,EST,forest,0,0,0,0,0,low,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_FFF18_Moore_Forest_1_Fall19,d55644,8/29/19,9/19/19,8/29/19,21,35.22028,-79.30367,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_FFF18_Moore_Open_1_Fall19,d55661,9/19/19,10/10/19,9/19/19,21,35.29151,-79.51012,EST,grassland,0,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_A_4_Fall19,d55662,9/19/19,10/10/19,9/19/19,21,35.30127,-79.51301,EST,grassland,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_A_8_Fall19,d55663,8/29/19,9/19/19,8/29/19,21,35.32582,-79.52874,EST,grassland,0,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_B_2_Fall19,d55664,9/19/19,10/10/19,9/19/19,21,35.2086,-79.2917,EST,forest,0,0,0,0,0,high,high,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_B_4_Fall19,d55665,9/19/19,10/10/19,9/19/19,21,35.1889,-79.3156,EST,forest,0,0,0,0,0,low,medium,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_B_5_Fall19,d55638,8/29/19,9/19/19,8/29/19,21,35.31723,-79.53996,EST,grassland,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_BM_1_Forest_Fall19,d55645,9/19/19,10/10/19,9/19/19,21,35.1325,-79.3939,EST,grassland,0,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_C_2_Fall19,d55667,8/29/19,9/19/19,8/29/19,21,35.2758,-79.6031,EST,grassland,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_CJ_1_Fall19,d55639,9/19/19,10/10/19,9/19/19,21,35.1892,-79.3525,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_CJ_2_Fall19,d55668,9/19/19,10/10/19,9/19/19,21,35.3283,-79.5508,EST,grassland,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_CPW_1_Fall19,d55646,8/29/19,9/19/19,8/29/19,21,35.2333,-79.2922,EST,forest,0,0,0,0,0,high,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_CPW_2_Fall19,d55647,8/29/19,9/19/19,8/29/19,21,35.1931,-79.2886,EST,anthropogenic,0,0,0,1,0,high,0,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_D_1_Fall19,d55669,9/19/19,10/10/19,9/19/19,21,35.29776,-79.51028,EST,forest,0,0,0,0,0,high,high,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_DM_1_Fall19,d55648,9/19/19,10/10/19,9/19/19,21,35.36023,-79.38144,EST,forest,0,0,0,0,0,low,medium,low,2,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_DM_2_Fall19,d55649,9/19/19,10/10/19,9/19/19,21,35.2872,-79.5856,EST,grassland,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_DM_3_Fall19,d55650,8/29/19,9/19/19,8/29/19,21,35.40686,-79.42098,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_JM_1_Fall19,d55651,8/30/19,9/19/19,8/30/19,20,35.37959,-79.5998,EST,forest,1,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_JS_Open1_Fall19,d55670,9/19/19,10/10/19,9/19/19,21,35.18135,-79.5918,EST,forest,0,0,0,0,0,low,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_KD_1_Fall19,d55653,8/29/19,9/17/19,8/29/19,19,35.3976,-79.70371,EST,forest,0,0,0,0,0,high,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_RW_1,d44509,8/31/19,9/15/19,8/31/19,15,35.23576,-79.4331,EST,forest,0,1,1,0,0,low,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_RW_1_Fall19,d55640,9/15/19,9/29/19,9/15/19,14,35.23245,-79.42589,EST,forest,0,0,0,0,0,low,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_RW_2_Fall19,d55641,8/29/19,9/19/19,8/29/19,21,35.1357,-79.39686,EST,grassland,0,0,0,1,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_RW_3_Fall19,d55642,8/31/19,9/15/19,8/31/19,15,35.23909,-79.42096,EST,forest,0,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_RW_4_Fall19,d55643,9/15/19,9/29/19,9/15/19,14,35.22521,-79.41365,EST,forest,0,NA,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_Moore_TS_1_Fall19,d55654,8/29/19,9/19/19,8/29/19,21,35.3472,-79.5772,EST,forest,0,0,0,0,0,high,0,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_SandhillsGL_Forest_10_Fall19,d55655,9/13/19,9/27/19,9/13/19,14,35.09877,-79.54109,EST,forest,0,0,0,0,0,high,high,0,0,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_SandhillsGL_Forest_20_Fall19,d55656,9/19/19,9/23/19,9/19/19,4,35.14789,-79.55446,EST,forest,0,0,0,0,0,low,medium,low,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_SandhillsGL_Forest_22_Fall19,d55657,8/30/19,9/13/19,8/30/19,14,35.10468,-79.54966,EST,forest,0,0,0,0,0,high,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_SandhillsGL_Forest_24_Fall19,d55658,8/30/19,9/13/19,8/30/19,14,35.15131,-79.55879,EST,forest,0,0,0,0,0,low,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_SandhillsGL_Forests_18_Fall19,d55660,9/15/19,9/21/19,9/15/19,6,35.09584,-79.56969,EST,forest,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_WeymouthWoods_Forest_8_Fall,d60436,9/20/19,10/11/19,9/20/19,21,35.1425,-79.395,EST,forest,0,0,0,0,0,high,high,low,2,0,0,0
North Carolina's Candid Critters,NC_Moore County,NC_WeymouthWoodsSP_Trail_18_2,d55839,8/30/19,9/20/19,8/30/19,21,35.16056,-79.37528,EST,forest ,0,0,0,0,0,low,low,low,1,0,1,0
North Carolina's Candid Critters,NC_Pender County,NC_AngolaBayGL_Forest_1_Fall19,d55674,9/13/19,10/3/19,9/13/19,20,34.64864,-77.74722,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_AngolaBayGL_Forest_11_Fall19,d55676,8/22/19,9/12/19,8/22/19,21,34.63543,-77.84496,EST,grassland,0,0,0,0,0,high,0,low,0,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_AngolaBayGL_Forest_9_Fall19,d55677,8/22/19,9/12/19,8/22/19,21,34.64944,-77.79051,EST,forest,0,0,0,0,0,low,medium,high,2,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_Exton_L_Pender_7405,d61156,8/25/19,9/7/19,8/25/19,13,34.58848,-77.81257,EST,forest,0,0,0,0,0,low,low,medium,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_Exton_L_Pender_7406,d61157,8/25/19,9/20/19,8/25/19,26,34.59377,-77.81601,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_Exton_L_Pender_7407,d61158,8/25/19,9/23/19,8/25/19,29,34.59143,-77.80873,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_Exton_L_Pender_7408,d61159,8/25/19,9/23/19,8/25/19,29,34.5903,-77.80517,EST,forest,0,0,0,0,0,low,low,medium,2,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_Exton_L_Pender_7409,d61154,8/25/19,9/13/19,8/25/19,19,34.59303,-77.80349,EST,forest,0,0,0,0,0,low,low,0,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_13_Fall19,d55678,9/13/19,10/4/19,9/13/19,21,34.54214,-77.80784,EST,forest,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_19_Fall19,d55679,9/17/19,10/4/19,9/17/19,17,34.55835,-77.67464,EST,forest,0,0,0,0,0,high,low,low,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_20_Fall19,d55680,9/13/19,10/4/19,9/13/19,21,34.56456,-77.73872,EST,forest,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_23_Fall19,d55681,9/15/19,9/21/19,9/15/19,6,34.55806,-77.70218,EST,forest,0,0,0,0,0,high,high,low,1,0,1,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_25_Fall19,d55682,8/23/19,9/13/19,8/23/19,21,34.42885,-77.68848,EST,forest,0,0,0,0,0,high,high,0,1,0,0,0
North Carolina's Candid Critters,NC_Pender County,NC_HollyShelterGL_Forest_27_Fall19,d55683,9/13/19,10/4/19,9/13/19,21,34.43197,-77.70248,EST,forest,0,0,0,0,0,high,high,low,1,0,0,0
