Array,Site_Name,Year,Latitude,Longitude,Start_Date,End_Date,Survey_Days,Humans_Per_Camera_Per_Day
Umstead,NC_Forest_Um22_13 08/26/2022_2022,2022,35.8353,-78.7373,2022-08-26,2022-10-24,59,0.0338983050847458
Umstead,NC_Forest_Um22_15 08/28/2022_2022,2022,35.8492,-78.7715,2022-08-28,2022-10-17,50,0.08
Umstead,NC_Forest_Um22_20 09/09/2022_2022,2022,35.8521,-78.7712,2022-09-09,2022-10-17,38,0
Umstead,NC_Forest_Um22_23 08/26/2022_2022,2022,35.8549,-78.7749,2022-08-26,2022-10-17,52,0.0384615384615385
Umstead,NC_Forest_Um22_24 08/26/2022_2022,2022,35.8548,-78.7712,2022-08-26,2022-10-17,52,0.0384615384615385
Umstead,NC_Forest_Um22_25 08/22/2022_2022,2022,35.8492,-78.7715,2022-08-22,2022-10-17,56,0.0535714285714286
Umstead,NC_Forest_Um22_27 08/24/2022_2022,2022,35.8547,-78.7416,2022-08-24,2022-10-19,56,0.0357142857142857
Umstead,NC_Forest_Um22_31 08/24/2022_2022,2022,35.8571,-78.7417,2022-08-24,2022-10-19,56,0.0357142857142857
Umstead,NC_Forest_Um22_37 08/22/2022_2022,2022,35.8601,-78.7347,2022-08-22,2022-10-20,59,0.0338983050847458
Umstead,NC_Forest_Um22_39 08/24/2022_2022,2022,35.8547,-78.7443,2022-08-24,2022-10-19,56,0.0535714285714286
Umstead,NC_Forest_Um22_4 08/26/2022_2022,2022,35.8307,-78.7397,2022-08-26,2022-10-24,59,5.72881355932203
Umstead,NC_Forest_Um22_40 08/22/2022_2022,2022,35.8571,-78.7309,2022-08-22,2022-10-20,59,0.0508474576271186
Umstead,NC_Forest_Um22_42 08/24/2022_2022,2022,35.8573,-78.7442,2022-08-24,2022-10-19,56,5.82142857142857
Umstead,NC_Forest_Um22_43 09/09/2022_2022,2022,35.8575,-78.7677,2022-09-09,2022-10-20,41,0
Umstead,NC_Forest_Um22_44 08/24/2022_2022,2022,35.8604,-78.7448,2022-08-24,2022-10-19,56,0
Umstead,NC_Forest_Um22_45 08/22/2022_2022,2022,35.8573,-78.7641,2022-08-22,2022-10-23,62,0.129032258064516
Umstead,NC_Forest_Um22_47 08/22/2022_2022,2022,35.852,-78.7601,2022-08-22,2022-10-23,62,0.032258064516129
Umstead,NC_Forest_Um22_48_2022,2022,35.8552,-78.7606,2022-08-22,2022-10-18,57,0.0350877192982456
Umstead,NC_Forest_Um22_50 08/26/2022_2022,2022,35.8357,-78.7438,2022-08-26,2022-10-20,55,0.0727272727272727
Umstead,NC_Forest_Umstead_21_Dep_15 09/11/2021_2021,2021,35.849294,-78.771308,2021-09-11,2021-10-08,27,0.0740740740740741
Umstead,NC_Forest_Umstead_21_Dep_19_2021,2021,35.852172,-78.774972,2021-09-11,2021-10-08,27,0.0740740740740741
Umstead,NC_Forest_Umstead_21_Dep_21_2021,2021,35.851875,-78.767892,2021-09-11,2021-10-08,27,0.0740740740740741
Umstead,NC_Forest_Umstead_21_dep_07_2021,2021,35.833243,-78.747725,2021-09-11,2021-10-09,28,0.0357142857142857
Umstead,NC_Forest_Umstead_21_dep_1_2021,2021,35.830832,-78.751098,2021-09-11,2021-10-09,28,0.0357142857142857
Umstead,NC_Forest_Umstead_21_dep_27_2021,2021,35.855455,-78.743064,2021-09-11,2021-11-06,56,0
Umstead,NC_Forest_Umstead_21_dep_29_2021,2021,35.856837,-78.734695,2021-09-11,2021-11-06,56,0
Umstead,NC_Forest_Umstead_21_dep_31_2021,2021,35.857439,-78.740862,2021-09-11,2021-11-06,56,0.0178571428571429
Umstead,NC_Forest_Umstead_21_dep_39_2021,2021,35.854836,-78.7441,2021-09-11,2021-11-06,56,0
Umstead,NC_Forest_Umstead_21_dep_46_2021,2021,35.837442,-78.751555,2021-10-09,2021-11-06,28,0
Umstead,NC_Forest_Umstead_21_dep_49_2021,2021,35.835576,-78.747551,2021-09-11,2021-10-09,28,0
Umstead,NC_Forest_Umstead_21_dep_6_2021,2021,35.833142,-78.750595,2021-10-09,2021-11-06,28,0.0714285714285714
Umstead,NC_Forest_Umstead_21_dep_N1_2021,2021,35.835005,-78.754503,2021-10-09,2021-11-06,28,0.0357142857142857
Umstead,NC_Forest_Umstead_21_dep_N2_2021,2021,35.834653,-78.757545,2021-10-09,2021-11-06,28,0.0357142857142857
Umstead,NC_Forest_Umstead_21_loc_11_2021,2021,35.835577,-78.751376,2021-09-11,2021-10-09,28,0
Umstead,NC_Forest_Umstead_22 08/22/2022_2022,2022,35.8521,-78.7644,2022-08-22,2022-12-29,129,0.0310077519379845
Umstead,NC_Forest_Umstead_Cam133_2022,2022,35.8528,-78.7345,2022-08-22,2022-10-20,59,0.0338983050847458
NC_Forest_WCU_20,NC_Forest_WCU_20_02_2020,2020,35.31735,-83.2216,2020-09-22,2020-10-06,14,0.142857142857143
NC_Forest_WCU_20,NC_Forest_WCU_20_03_2020,2020,35.27706,-83.36804,2020-09-05,2020-11-01,57,0.0701754385964912
NC_Forest_WCU_20,NC_Forest_WCU_20_08_2020,2020,35.28419,-83.17191,2020-09-16,2020-10-29,43,0.0465116279069767
NC_Forest_WCU_20,NC_Forest_WCU_20_09_2020,2020,35.27,-83.19,2020-09-15,2020-10-31,46,0.0652173913043478
NC_Forest_WCU_20,NC_Forest_WCU_20_11_2020,2020,35.3379,-83.20861,2020-10-16,2020-11-01,16,0.6875
NC_Forest_WCU_20,NC_Forest_WCU_20_12_2020,2020,35.33667,-83.20714,2020-10-12,2020-11-01,20,0.55
NC_Forest_WCU_20,NC_Forest_WCU_20_13_2020,2020,35.30739,-83.21206,2020-10-06,2020-11-02,27,0.037037037037037
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_01_2020,2020,36.18573,-81.64703,2020-10-12,2020-11-01,20,1.25
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_02_2020,2020,36.18673,-81.64892,2020-09-05,2020-11-01,57,1.45614035087719
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_03_2020,2020,36.18873,-81.647,2020-09-05,2020-11-01,57,0.0350877192982456
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_04_2020,2020,36.18715,-81.64549,2020-09-05,2020-11-01,57,0.0175438596491228
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_05_2020,2020,36.18551,-81.65012,2020-09-05,2020-11-01,57,1.19298245614035
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_06_2020,2020,36.18814,-81.65035,2020-09-05,2020-11-01,57,0.245614035087719
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_07_2020,2020,36.18324,-81.64552,2020-09-05,2020-11-01,57,0.0350877192982456
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_08_2020,2020,36.1817,-81.64333,2020-09-05,2020-10-30,55,0
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_09_2020,2020,36.1845,-81.64752,2020-09-19,2020-11-01,43,0.0232558139534884
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_10_2020,2020,36.18355,-81.64184,2020-09-19,2020-11-01,43,0.0930232558139535
NC_Alamance County,NC_GreatBend_Forest_1_Fall19_2019,2019,36.14193,-79.43244,2019-09-20,2019-10-14,24,0.0833333333333333
NC_Alamance County,NC_GreatBend_Forest_2_Fall19_2019,2019,36.14161,-79.43012,2019-08-29,2019-09-20,22,0.0909090909090909
NC_Haywood County,NC_Haywood_JM_Developed_1_Fall19_2019,2019,35.47188,-82.88088,2019-10-04,2019-10-26,22,0.181818181818182
NC_Pender County,NC_HollyShelterGL_Forest_13_Fall19_2019,2019,34.54214,-77.80784,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Pender County,NC_HollyShelterGL_Forest_19_Fall19_2019,2019,34.55835,-77.67464,2019-09-17,2019-10-04,17,0.0588235294117647
NC_Pender County,NC_HollyShelterGL_Forest_20_Fall19_2019,2019,34.56456,-77.73872,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Pender County,NC_HollyShelterGL_Forest_23_Fall19_2019,2019,34.55806,-77.70218,2019-09-15,2019-09-21,6,0
NC_Pender County,NC_HollyShelterGL_Forest_25_Fall19_2019,2019,34.42885,-77.68848,2019-08-23,2019-09-13,21,0.0952380952380952
NC_Pender County,NC_HollyShelterGL_Forest_27_Fall19_2019,2019,34.43197,-77.70248,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Pender County,NC_HollyShelterGL_Forest_28_Fall19_2019,2019,34.43496,-77.7081,2019-08-23,2019-09-13,21,0.0952380952380952
NC_Pender County,NC_HollyShelterGL_Forest_36_Fall19_2019,2019,34.42365,-77.7401,2019-08-24,2019-09-13,20,0.05
NC_Pender County,NC_HollyShelterGL_Forest_8_Fall19_2019,2019,34.56958,-77.7886,2019-08-23,2019-09-13,21,0.0952380952380952
NC_Pender County,NC_HollyShelterGL_Open_12_Fall19_2019,2019,34.43613,-77.73663,2019-09-15,2019-10-04,19,0.157894736842105
NC_Pender County,NC_HollyShelterGL_Open_1_Fall19_2019,2019,34.54709,-77.80761,2019-09-13,2019-10-04,21,0.571428571428571
NC_Pender County,NC_HollyShelterGL_Open_2_Fall19_2019,2019,34.45766,-77.70305,2019-08-23,2019-09-13,21,0.476190476190476
NC_Pender County,NC_HollyShelterGL_Open_4_Fall19_2019,2019,34.4347,-77.72433,2019-09-15,2019-10-04,19,0.842105263157895
NC_Pender County,NC_HollyShelterGL_Open_8_Fall19_2019,2019,34.42595,-77.69303,2019-09-13,2019-10-04,21,0.285714285714286
NC_Dare County,NC_Hyde_E_1_Fall19_2019,2019,35.83696,-75.81265,2019-08-26,2019-09-16,21,0.19047619047619
NC_Dare County,NC_Hyde_E_2_Fall19_2019,2019,35.82978,-75.81005,2019-08-26,2019-09-16,21,0.142857142857143
NC_Dare County,NC_Hyde_L_1_Fall19_2019,2019,35.88944,-75.95813,2019-08-23,2019-09-13,21,0.0952380952380952
NC_Dare County,NC_Hyde_L_2_Fall19_2019,2019,35.89109,-75.95516,2019-08-23,2019-09-13,21,0.0952380952380952
NC_Dare County,NC_JockeysRidgeSP_Open_5_2019,2019,35.9629,-75.6299,2019-09-16,2019-10-09,23,0.130434782608696
NC_Burke County,NC_JohnsRiverGL_Dev_1_Fall19_2019,2019,35.7976,-81.66632,2019-10-08,2019-10-28,20,0.15
NC_Burke County,NC_JohnsRiverGL_Forest_1_Fall19_2019,2019,35.79428,-81.63394,2019-10-28,2019-11-17,20,0
NC_Burke County,NC_JohnsRiverGL_Forest_2_Fall19_2019,2019,35.80085,-81.67653,2019-10-07,2019-10-28,21,0.0476190476190476
NC_Burke County,NC_JohnsRiverGL_Forest_3_Fall19_2019,2019,35.80878,-81.68459,2019-10-07,2019-10-28,21,0.0952380952380952
NC_Burke County,NC_JohnsRiverGL_Forest_4_Fall19_2019,2019,35.81515,-81.69077,2019-10-09,2019-10-28,19,0.0526315789473684
NC_Burke County,NC_JohnsRiverGL_Forest_5_Fall19_2019,2019,35.79378,-81.65502,2019-10-28,2019-11-17,20,0
NC_Burke County,NC_JohnsRiverGL_Forest_6_Fall19_2019,2019,35.79044,-81.6707,2019-11-04,2019-11-15,11,0
NC_Burke County,NC_JohnsRiverGL_Forest_7_Fall19_2019,2019,35.8126,-81.6519,2019-10-31,2019-11-18,18,0.0555555555555556
NC_Burke County,NC_JohnsRiverGL_Forest_8_Fall19_2019,2019,35.80435,-81.63491,2019-10-29,2019-11-18,20,0
NC_Burke County,NC_JohnsRiverGL_Open_1_Fall19_2019,2019,35.79696,-81.68385,2019-10-09,2019-10-28,19,0.105263157894737
NC_Haywood County,NC_MaxPatch_Forest_14_Fall19_2019,2019,35.4017,-82.93095,2019-10-27,2019-11-14,18,0
NC_Moore County,NC_Moore_A_4_Fall19_2019,2019,35.30127,-79.51301,2019-09-19,2019-10-10,21,0.142857142857143
NC_Moore County,NC_Moore_A_8_Fall19_2019,2019,35.32582,-79.52874,2019-08-29,2019-09-19,21,2.04761904761905
NC_Moore County,NC_Moore_BM_1_Forest_Fall19_2019,2019,35.1325,-79.3939,2019-09-19,2019-10-10,21,0.0952380952380952
NC_Moore County,NC_Moore_B_2_Fall19_2019,2019,35.2086,-79.2917,2019-09-19,2019-10-10,21,0.0952380952380952
NC_Moore County,NC_Moore_B_4_Fall19_2019,2019,35.1889,-79.3156,2019-09-19,2019-10-10,21,0.142857142857143
NC_Moore County,NC_Moore_B_5_Fall19_2019,2019,35.31723,-79.53996,2019-08-29,2019-09-19,21,0.0952380952380952
NC_Moore County,NC_Moore_CJ_1_Fall19_2019,2019,35.1892,-79.3525,2019-09-19,2019-10-10,21,0.0952380952380952
NC_Moore County,NC_Moore_CJ_2_Fall19_2019,2019,35.3283,-79.5508,2019-09-19,2019-10-10,21,0.19047619047619
NC_Moore County,NC_Moore_CPW_1_Fall19_2019,2019,35.2333,-79.2922,2019-08-29,2019-09-19,21,0.0952380952380952
NC_Moore County,NC_Moore_CPW_2_Fall19_2019,2019,35.1931,-79.2886,2019-08-29,2019-09-19,21,1.04761904761905
NC_Moore County,NC_Moore_C_2_Fall19_2019,2019,35.2758,-79.6031,2019-08-29,2019-09-19,21,0.0952380952380952
NC_Moore County,NC_Moore_DM_1_Fall19_2019,2019,35.36023,-79.38144,2019-09-19,2019-10-10,21,0.0952380952380952
NC_Moore County,NC_Moore_DM_2_Fall19_2019,2019,35.2872,-79.5856,2019-09-19,2019-10-10,21,0.238095238095238
NC_Moore County,NC_Moore_DM_3_Fall19_2019,2019,35.40686,-79.42098,2019-08-29,2019-09-19,21,0.0952380952380952
NC_Moore County,NC_Moore_D_1_Fall19_2019,2019,35.29776,-79.51028,2019-09-19,2019-10-10,21,0.0952380952380952
NC_Moore County,NC_Moore_JM_1_Fall19_2019,2019,35.37959,-79.5998,2019-08-30,2019-09-19,20,0.05
NC_Moore County,NC_Moore_JS_Open1_Fall19_2019,2019,35.18135,-79.5918,2019-09-19,2019-10-10,21,0.714285714285714
NC_Moore County,NC_Moore_KD_1_Fall19_2019,2019,35.3976,-79.70371,2019-08-29,2019-09-17,19,0.0526315789473684
NC_Moore County,NC_Moore_RW_1_2019,2019,35.23576,-79.4331,2019-08-31,2019-09-15,15,1.86666666666667
NC_Moore County,NC_Moore_RW_1_Fall19_2019,2019,35.23245,-79.42589,2019-09-15,2019-09-29,14,0.142857142857143
NC_Moore County,NC_Moore_RW_2_Fall19_2019,2019,35.1357,-79.39686,2019-08-29,2019-09-19,21,0.238095238095238
NC_Moore County,NC_Moore_RW_3_Fall19_2019,2019,35.23909,-79.42096,2019-08-31,2019-09-15,15,0.133333333333333
NC_Moore County,NC_Moore_RW_4_Fall19_2019,2019,35.22521,-79.41365,2019-09-15,2019-09-29,14,0.642857142857143
NC_Moore County,NC_Moore_TS_1_Fall19_2019,2019,35.3472,-79.5772,2019-08-29,2019-09-19,21,0.0952380952380952
NC_Dare County,NC_NagsHeadWoods_Developed_1_Fall19_2019,2019,35.99767,-75.66284,2019-08-24,2019-09-16,23,0.0869565217391304
NC_Dare County,NC_NagsHeadWoods_Forest_2_Fall19_2019,2019,35.99476,-75.66856,2019-08-24,2019-09-16,23,0.0869565217391304
NC_Dare County,NC_NagsHeadWoods_Forest_3_Fall19_2019,2019,35.98496,-75.66402,2019-08-24,2019-09-16,23,0.0869565217391304
NC_Dare County,NC_NagsHeadWoods_Forest_4_Fall19_2019,2019,35.99705,-75.66656,2019-08-24,2019-09-16,23,0.0869565217391304
NC_Dare County,NC_NagsHeadWoods_Open_1_Fall19_2019,2019,35.99264,-75.6685,2019-08-24,2019-09-16,23,0.0434782608695652
NC_Craven County,NC_NeuseRiverGL_Forest_1_2019,2019,35.09194,-76.9938,2019-09-15,2019-10-06,21,0.19047619047619
NC_Craven County,NC_NeuseRiverGL_Forest_1_Fall19_2019,2019,35.12143,-76.97495,2019-08-21,2019-09-16,26,0.115384615384615
NC_Craven County,NC_NeuseRiverGL_Forest_2_Fall19_2019,2019,35.10252,-76.97043,2019-09-17,2019-10-09,22,0.0909090909090909
NC_Craven County,NC_NeuseRiverGL_Forest_3_Fall19_2019,2019,35.12319,-76.99489,2019-08-21,2019-09-16,26,0.0384615384615385
NC_Craven County,NC_NeuseRiverGL_Open_3_Fall19_2019,2019,35.11359,-76.97664,2019-09-16,2019-10-09,23,0.260869565217391
NC_Alamance County,NC_Newlin_L_Alamance_7342_new_2019,2019,35.8453,-79.3379,2019-09-02,2019-09-22,20,1.65
NC_Alamance County,NC_Newlin_L_Alamance_7401_new_2019,2019,35.8463,-79.3407,2019-09-22,2019-10-13,21,0.0476190476190476
NC_Burke County,NC_PisgahNF_WB_Forest_1_Fall19_2019,2019,35.84378,-81.85817,2019-10-31,2019-11-17,17,0
NC_Burke County,NC_PisgahNF_WB_Forest_2_Fall19_2019,2019,35.82875,-81.85581,2019-10-26,2019-11-17,22,0.0454545454545455
NC_Burke County,NC_PisgahNF_WB_Forest_5_Fall19_2019,2019,35.82799,-81.86637,2019-10-25,2019-11-12,18,0.0555555555555556
NC_Burke County,NC_PisgahNF_WB_Forest_6_Fall19_2019,2019,35.83051,-81.8605,2019-10-25,2019-11-17,23,0.0869565217391304
NC_Alamance County,NC_PleasantGrove_Dev_1_Fall19_2019,2019,36.19086,-79.32778,2019-08-29,2019-09-20,22,0.0909090909090909
NC_Dare County,NC_SSUSA2_2019,2019,35.86135,-75.84613,2019-09-24,2019-11-05,42,4.30952380952381
NC_Dare County,NC_SSUSA3_2019,2019,35.85289,-75.85114,2019-09-23,2019-10-06,13,5.46153846153846
NC_Dare County,NC_SSUSA4_2019,2019,35.85409,-75.84132,2019-09-24,2019-10-19,25,3.4
NC_Dare County,NC_SSUSA5_2019,2019,35.82811,-75.88707,2019-09-24,2019-11-05,42,0.238095238095238
NC_Dare County,NC_SSUSA7_2019,2019,35.82747,-75.89798,2019-09-24,2019-11-05,42,0.119047619047619
NC_Dare County,NC_SSUSA8_2019,2019,35.80278,-75.88639,2019-09-24,2019-10-08,14,0.0714285714285714
NC_Dare County,NC_SSUSA9_2019,2019,35.8265,-75.9243,2019-09-24,2019-11-05,42,13.6428571428571
NC_Moore County,NC_SandhillsGL_Forest_10_Fall19_2019,2019,35.09877,-79.54109,2019-09-13,2019-09-27,14,0.0714285714285714
NC_Moore County,NC_SandhillsGL_Forest_20_Fall19_2019,2019,35.14789,-79.55446,2019-09-19,2019-09-23,4,0
NC_Moore County,NC_SandhillsGL_Forest_22_Fall19_2019,2019,35.10468,-79.54966,2019-08-30,2019-09-13,14,0.142857142857143
NC_Moore County,NC_SandhillsGL_Forest_24_Fall19_2019,2019,35.15131,-79.55879,2019-08-30,2019-09-13,14,0.714285714285714
NC_Moore County,NC_SandhillsGL_Forests_18_Fall19_2019,2019,35.09584,-79.56969,2019-09-15,2019-09-21,6,0
NC_Schenck 2019:Large Forest,NC_Sch19_01_2019,2019,35.81801,-78.7316,2019-09-12,2019-10-05,23,0.130434782608696
NC_Schenck 2019:Large Forest,NC_Sch19_02_2019,2019,35.8131,-78.7272,2019-09-10,2019-10-01,21,0.0476190476190476
NC_Schenck 2019:Large Forest,NC_Sch19_03_2019,2019,35.8206,-78.7234,2019-09-10,2019-10-05,25,0.2
NC_Schenck 2019:Large Forest,NC_Sch19_04_2019,2019,35.81699,-78.73388,2019-09-09,2019-09-30,21,9.47619047619048
NC_Schenck 2019:Large Forest,NC_Sch19_05_2019,2019,35.8183,-78.7317,2019-09-12,2019-10-05,23,0.0869565217391304
NC_Schenck 2019:Large Forest,NC_Sch19_06_2019,2019,35.81582,-78.7284,2019-09-10,2019-10-01,21,0.142857142857143
NC_Schenck 2019:Large Forest,NC_Sch19_07_2019,2019,35.81675,-78.7216,2019-09-09,2019-09-30,21,0.19047619047619
NC_Schenck 2019:Large Forest,NC_Sch19_09_2019,2019,35.82283,-78.7297,2019-09-09,2019-10-01,22,10.6363636363636
NC_Schenck 2019:Large Forest,NC_Sch19_10_2019,2019,35.81573,-78.7259,2019-09-10,2019-10-01,21,0.0952380952380952
NC_Schenck 2019:Large Forest,NC_Sch19_11_2019,2019,35.81854,-78.72936,2019-09-13,2019-10-04,21,0.0476190476190476
NC_Schenck 2019:Large Forest,NC_Sch19_12_2019,2019,35.81833,-78.72694,2019-09-09,2019-09-30,21,0.142857142857143
NC_Schenck 2019:Large Forest,NC_Sch19_13_b_2019,2019,35.81861,-78.72444,2019-09-09,2019-09-30,21,0.142857142857143
NC_Schenck 2019:Large Forest,NC_Sch19_14_2019,2019,35.81234,-78.7299,2019-09-10,2019-10-01,21,0.0952380952380952
NC_Schenck 2019:Large Forest,NC_Sch19_15_2019,2019,35.82033,-78.7306,2019-09-09,2019-10-01,22,0.363636363636364
NC_Schenck 2019:Large Forest,NC_Sch19_16_2019,2019,35.82094,-78.72762,2019-09-13,2019-10-04,21,0.0476190476190476
NC_Schenck 2019:Large Forest,NC_Sch19_18_2019,2019,35.82468,-78.7294,2019-09-10,2019-10-01,21,0.380952380952381
NC_Schenck 2019:Large Forest,NC_Sch19_19_2019,2019,35.81629,-78.7236,2019-09-09,2019-09-30,21,12.5238095238095
NC_Schenck 2019:Large Forest,NC_Sch19_20_2019,2019,35.8145,-78.7306,2019-09-10,2019-10-01,21,0.80952380952381
NC_Schenck 2019:Large Forest,NC_Sch19_21_2019,2019,35.8217,-78.7253,2019-09-10,2019-10-05,25,0.08
NC_Schenck 2019:Large Forest,NC_Sch19_23_2019,2019,35.81543,-78.7332,2019-09-09,2019-09-30,21,0.142857142857143
NC_Schenck 2019:Large Forest,NC_Sch19_24_2019,2019,35.81077,-78.727,2019-09-10,2019-10-01,21,0.0952380952380952
NC_Dare County,NC_Skyco_Forest_2_Fall19_2019,2019,35.87674,-75.66127,2019-08-24,2019-09-12,19,0
NC_Burke County,NC_SouthMtnGL_Dev_1_Fall19_2019,2019,35.67736,-81.69536,2019-10-09,2019-10-28,19,0.578947368421053
NC_Burke County,NC_SouthMtnGL_Forest_1_Fall19_2019,2019,35.67162,-81.68453,2019-10-28,2019-11-18,21,0.0476190476190476
NC_Burke County,NC_SouthMtnGL_Forest_3_Fall19_2019,2019,35.65998,-81.67797,2019-10-28,2019-11-18,21,0.0476190476190476
NC_Burke County,NC_SouthMtnGL_Forest_4_Fall19_2019,2019,35.6657,-81.6775,2019-11-03,2019-11-18,15,0.133333333333333
NC_Burke County,NC_SouthMtnGL_Forest_5_Fall19_2019,2019,35.66271,-81.66497,2019-10-29,2019-11-18,20,0.05
NC_Burke County,NC_SouthMtnGL_Open_2_Fall19_b_2019,2019,35.67375,-81.69052,2019-10-07,2019-10-28,21,0.0476190476190476
NC_Burke County,NC_SouthMtnGL_Open_4_Fall19_2019,2019,35.67643,-81.68218,2019-10-07,2019-10-28,21,0.80952380952381
NC_Burke County,NC_SouthMtnGL_Open_9_Fall19_2019,2019,35.67031,-81.69306,2019-10-07,2019-10-28,21,0.571428571428571
NC_Burke County,NC_SouthMtnGL_Trail_1_Fall19_2019,2019,35.64705,-81.83766,2019-10-28,2019-11-17,20,0
NC_Surry County,NC_Surry_A_10_Fall19_2019,2019,36.30064,-80.73492,2019-09-16,2019-10-07,21,0.0952380952380952
NC_Surry County,NC_Surry_A_13_Fall19_2019,2019,36.26718,-80.81097,2019-10-07,2019-10-28,21,0.0952380952380952
NC_Surry County,NC_Surry_A_14_Fall19_2019,2019,36.45428,-80.9344,2019-09-16,2019-10-07,21,0.0952380952380952
NC_Surry County,NC_Surry_A_15_Fall19_2019,2019,36.3706,-80.91858,2019-10-07,2019-10-28,21,0.285714285714286
NC_Surry County,NC_Surry_A_16_Fall19_2019,2019,36.32639,-80.54414,2019-10-05,2019-10-25,20,0.1
NC_Surry County,NC_Surry_A_17_Fall19_2019,2019,36.32057,-80.54257,2019-09-12,2019-10-04,22,0.0909090909090909
NC_Surry County,NC_Surry_A_18_Fall19_2019,2019,36.29907,-80.55568,2019-09-12,2019-10-07,25,0.08
NC_Surry County,NC_Surry_A_19_Fall19_2019,2019,36.30388,-80.56001,2019-09-12,2019-10-07,25,0.08
NC_Surry County,NC_Surry_A_1_Fall19_2019,2019,36.44092,-80.87418,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Surry County,NC_Surry_A_20_Fall19_2019,2019,36.44909,-80.57015,2019-09-16,2019-10-07,21,0.333333333333333
NC_Surry County,NC_Surry_A_21_Fall19_2019,2019,36.45106,-80.57308,2019-09-16,2019-10-07,21,0.0952380952380952
NC_Surry County,NC_Surry_A_24_Fall19_2019,2019,36.3331,-80.78246,2019-10-07,2019-10-28,21,0.0952380952380952
NC_Surry County,NC_Surry_A_26_Fall19_2019,2019,36.41162,-80.86149,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Surry County,NC_Surry_A_28_Fall19_2019,2019,36.45248,-80.87012,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Surry County,NC_Surry_A_29_Fall19_2019,2019,36.28069,-80.4611,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Surry County,NC_Surry_A_30_Fall19_2019,2019,36.2514,-80.85255,2019-10-07,2019-10-28,21,0.0952380952380952
NC_Surry County,NC_Surry_A_31_Fall19_2019,2019,36.2512,-80.83182,2019-09-12,2019-10-04,22,0.0909090909090909
NC_Surry County,NC_Surry_A_4_Fall19_2019,2019,36.36305,-80.66957,2019-10-04,2019-10-25,21,0.0952380952380952
NC_Surry County,NC_Surry_A_5_Fall19_2019,2019,36.37087,-80.65781,2019-09-12,2019-10-04,22,0.181818181818182
NC_Surry County,NC_Surry_A_6_Fall19_2019,2019,36.3467,-80.7712,2019-09-18,2019-10-05,17,0.529411764705882
NC_Surry County,NC_Surry_A_7_Fall19_2019,2019,36.3178,-80.8182,2019-10-05,2019-10-24,19,0.105263157894737
NC_Surry County,NC_Surry_A_8_Fall19_2019,2019,36.34865,-80.86001,2019-09-13,2019-10-04,21,0.0952380952380952
NC_Alamance County,NC_SykesDepot_Open_1_Fall19_2019,2019,36.03181,-79.29666,2019-09-03,2019-09-23,20,1
NC_Alamance County,NC_SykesDepot_Open_2_Fall19_2019,2019,36.03399,-79.30235,2019-09-25,2019-10-10,15,0
NC_Burke County,NC_TableRock_Dev_1_Fall19_2019,2019,35.84027,-81.82937,2019-10-06,2019-10-25,19,0.157894736842105
NC_Burke County,NC_TableRock_Dev_2_Fall19_2019,2019,35.84553,-81.83411,2019-10-04,2019-10-25,21,0.0476190476190476
NC_Burke County,NC_TableRock_Dev_3_Fall19_2019,2019,35.83939,-81.83366,2019-10-04,2019-10-25,21,0.523809523809524
Umstead,NC_Umstead_Forest_21_dep_22_2021,2021,35.852281,-78.764478,2021-10-08,2021-11-09,32,0.0625
Umstead,NC_Umstead_Forest_21_dep_23_2021,2021,35.854871,-78.774928,2021-09-11,2021-10-08,27,0.0740740740740741
Umstead,NC_Umstead_Forest_21_dep_26_2021,2021,35.854344,-78.764514,2021-10-08,2021-11-09,32,0.0625
Umstead,NC_Umstead_Forest_21_dep_43_2021,2021,35.856893,-78.767479,2021-09-11,2021-10-08,27,0.0740740740740741
Umstead,NC_Umstead_Forest_21_dep_odd_25_2021,2021,35.854612,-78.76772,2021-09-11,2021-10-08,27,0.111111111111111
ARNWR,NC_Wetland_ARNWR_21_dep_10_2021,2021,35.77770015,-75.82137934,2021-09-29,2021-11-04,36,2.72222222222222
ARNWR,NC_Wetland_ARNWR_21_dep_11_2021,2021,35.84238362,-75.82994445,2021-09-29,2021-11-04,36,6.72222222222222
ARNWR,NC_Wetland_ARNWR_21_dep_12_2021,2021,35.85416792,-75.84136316,2021-09-29,2021-11-04,36,6.58333333333333
