Camera_Trap_Array,Site_Name,Deployment_ID,Date_Out,Date_Retrieved,Survey_Days,Latitude,Longitude,Time_Zone,Development,detection_distance,Feature_Water,Feature_Road,Feature_Human_Trail,human_pics_removed,deployment_notes
NC_Forest_Seven_Devils_20,NC_Forest_Seven_Devils_20_20,d69683,2020-09-13,2020-10-17,34,36.1326,-81.82813,EST,Wild,5,0,0,0,n,Camera was dead. Batteries were not drained.
NC_Forest_Seven_Devils_20,NC_Forest_Seven_Devils_20_21,d70892,2020-09-13,2020-10-17,34,36.13314,-81.83199,EST,Wild,6,0,0,0,n, 
NC_Forest_Seven_Devils_20,NC_Forest_Seven_Devils_20_22,d70893,2020-09-13,2020-10-17,34,36.14165,-81.82268,EST,Wild,7,0,0,0,n, 
NC_Forest_WCU_20,NC_Forest_WCU_20_02,d70208,2020-09-22,2020-10-06,14,35.31735,-83.2216,EST,Wild,8,0,0,0,n,This is the re-do which includes two SD cards
NC_Forest_WCU_20,NC_Forest_WCU_20_03,d70209,2020-09-05,2020-11-01,57,35.27706,-83.36804,EST,Wild,5,0,0,0,n, 
NC_Forest_WCU_20,NC_Forest_WCU_20_08,d70214,2020-09-16,2020-10-29,43,35.28419,-83.17191,EST,Wild,5,0,0,0,n, 
NC_Forest_WCU_20,NC_Forest_WCU_20_09,d70215,2020-09-15,2020-10-31,46,35.27,-83.19,EST,Wild,5,0,0,1,n, 
NC_Forest_WCU_20,NC_Forest_WCU_20_11,d70217,2020-10-16,2020-11-01,16,35.3379,-83.20861,EST,Wild,7,0,0,0,n,Starting on 8 October
NC_Forest_WCU_20,NC_Forest_WCU_20_12,d70218,2020-10-12,2020-11-01,20,35.33667,-83.20714,EST,Wild,9,0,0,0,n, 
NC_Forest_WCU_20,NC_Forest_WCU_20_13,d70219,2020-10-06,2020-11-02,27,35.30739,-83.21206,EST,Wild,8,0,0,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_01,d69684,2020-10-12,2020-11-01,20,36.18573,-81.64703,EST,Rural,100,1,0,0,n,"Partway through the study period, the infrared lens on the camera became stuck and resulted in all daylight photos having a pink hue."
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_02,d69685,2020-09-05,2020-11-01,57,36.18673,-81.64892,EST,Rural,15,0,0,0,n,Card filled.  Many triggered photos without animal. With future cards I will preview and delete most triggers without animal.
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_03,d69686,2020-09-05,2020-11-01,57,36.18873,-81.647,EST,Rural,15,0,0,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_04,d69687,2020-09-05,2020-11-01,57,36.18715,-81.64549,EST,Rural,13,1,0,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_05,d69688,2020-09-05,2020-11-01,57,36.18551,-81.65012,EST,Rural,17,0,0,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_06,d69689,2020-09-05,2020-11-01,57,36.18814,-81.65035,EST,Rural,11,0,0,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_07,d69690,2020-09-05,2020-11-01,57,36.18324,-81.64552,EST,Rural,11,0,0,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_08,d69691,2020-09-05,2020-10-30,55,36.1817,-81.64333,EST,Rural,10,0,0,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_09,d69692,2020-09-19,2020-11-01,43,36.1845,-81.64752,EST,Rural,11,0,1,0,n, 
NC_Forest_Yarnall_Knob_20,NC_Forest_Yarnall_Knob_20_10,d69693,2020-09-19,2020-11-01,43,36.18355,-81.64184,EST,Rural,9,1,1,1,n, 
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_01,d69365,2020-09-16,2020-10-15,29,47.90315,-97.31468,CST,Rural,100,0,0,0,n, 
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_02,d69366,2020-09-16,2020-10-13,27,47.89599,-97.31435,CST,Rural,100,0,0,0,n, 
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_03,d69367,2020-09-16,2020-09-22,6,47.90147,-97.32291,CST,Rural,100,0,0,0,n, 
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_04,d69368,2020-09-16,2020-09-21,5,47.90523,-97.32466,CST,Rural,100,0,0,0,n,Camera stopped working on Oct. 25th because the SD card was full.
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_05,d69369,2020-09-16,2020-11-04,49,47.90956,-97.31054,CST,Rural,100,0,0,0,n, 
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_06,d69370,2020-09-16,2020-09-21,5,47.89177,-97.32142,CST,Rural,100,0,0,0,n,The deployment start date should be 09/03 - I forgot to save an image of myself setting it up.
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_08,d69372,2020-09-16,2020-10-13,27,47.89832,-97.3101,CST,Rural,100,0,0,0,n, 
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_09,d69373,2020-09-16,2020-10-10,24,47.89089,-97.3246,CST,Rural,100,0,0,0,n, 
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_10,d69374,2020-09-16,2020-10-12,26,47.91356,-97.32027,CST,Rural,100,0,0,0,n,Part two of Deployment 1
ND_Grassland_Oakville_Prairie_20,ND_Grassland_Oakville_Prairie_20_11,d71218,2020-09-16,2020-11-04,49,47.90964,-97.32153,CST,Rural,100,0,0,0,n, 
NJ_Forest_Rutgers_20,NJ_Forest_Rutgers_20_02,d69235,2020-08-31,2020-10-05,35,40.51185,-74.43735,EST,Wild, ,0,0,0,n, 
NJ_Forest_Rutgers_20,NJ_Forest_Rutgers_20_03,d69236,2020-08-31,2020-10-03,33,40.51215,-74.43978,EST,Wild, ,0,0,0,n, 
NJ_Forest_Rutgers_20,NJ_Forest_Rutgers_20_04,d69237,2020-10-18,2020-11-04,17,40.52096,-74.4468,EST,Wild, ,0,0,0,n, 
NJ_Forest_Rutgers_20,NJ_Forest_Rutgers_20_06,d69239,2020-10-18,2020-11-04,17,40.5179,-74.44257,EST,Wild, ,0,0,0,n, 
NJ_Forest_Rutgers_20,NJ_Forest_Rutgers_20_07,d69240,2020-10-18,2020-11-04,17,40.51881,-74.44034,EST,Wild, ,0,0,0,n, 
NJ_Forest_Rutgers_20,NJ_Forest_Rutgers_20_2b,d69241,2020-10-05,2020-11-04,30,40.51185,-74.43735,EST,Wild, ,0,0,1,n,SUN_PRAIRIE_34
NJ_Forest_Rutgers_20,NJ_Forest_Rutgers_20_3b,d69242,2020-10-05,2020-11-04,30,40.51215,-74.43978,EST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_01,d69244,2020-09-13,2020-10-18,35,36.45558,-115.43243,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_02,d69245,2020-09-17,2020-10-18,31,36.42849,-115.41982,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_03,d69246,2020-09-24,2020-11-12,49,36.33778,-115.26145,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_04,d69247,2020-09-24,2020-11-12,49,36.32641,-115.19341,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_06,d69249,2020-09-18,2020-11-11,54,36.38091,-115.33781,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_08,d69251,2020-09-22,2020-11-11,50,36.3413,-115.26687,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_09,d69252,2020-09-19,2020-11-11,53,36.32672,-115.20059,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_10,d69253,2020-09-18,2020-11-11,54,36.38866,-115.34403,PST,Wild, ,0,0,0,n, 
NV_Desert_Mojave_20,NV_Desert_Mojave_20_11,d69254,2020-09-28,2020-11-11,44,36.34614,-115.27517,PST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_01,d70412,2020-09-24,2020-11-06,43,40.7587,-73.74385,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_02,d70413,2020-09-24,2020-11-06,43,40.76186,-73.74744,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_03,d70414,2020-08-11,2020-11-06,87,40.73053,-73.76633,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_04,d70415,2020-08-10,2020-11-06,88,40.73967,-73.76757,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_05,d70416,2020-09-24,2020-10-25,31,40.74813,-73.74315,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_06,d70417,2020-09-20,2020-11-06,47,40.77711,-73.89083,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_07,d70418,2020-09-22,2020-11-03,42,40.80853,-73.83452,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_08,d70419,2020-09-22,2020-11-02,41,40.89265,-73.88098,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_09,d70420,2020-09-23,2020-11-02,40,40.86564,-73.81156,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_10,d70421,2020-09-20,2020-11-02,43,40.87845,-73.80788,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_11,d70422,2020-09-22,2020-11-03,42,40.81199,-73.85133,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_12,d70423,2020-09-24,2020-11-03,40,40.6793,-73.76794,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_13,d70424,2020-09-22,2020-11-03,42,40.81164,-73.86387,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_14,d70425,2020-09-23,2020-11-02,40,40.86074,-73.79762,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_15,d70426,2020-09-22,2020-11-02,41,40.90593,-73.88974,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_16,d70427,2020-09-22,2020-11-02,41,40.90457,-73.88088,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_17,d70428,2020-09-01,2020-11-25,85,40.89256,-73.91437,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_18,d70429,2020-09-01,2020-11-25,85,40.89322,-73.91217,EST,Wild, ,0,1,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_19,d70430,2020-09-01,2020-11-06,66,40.89881,-73.91565,EST,Wild, ,0,0,0,n, 
NY_Anthropogenic_NYC_20,NY_Anthropogenic_NYC_20_20,d70431,2020-10-01,2020-10-31,30,40.86975,-73.92791,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_01,d69991,2020-09-24,2020-10-30,36,42.72113,-73.85796,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_02,d69992,2020-09-24,2020-10-30,36,42.7198,-73.85596,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_03,d69993,2020-09-24,2020-10-30,36,42.71815,-73.85405,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_04,d69994,2020-09-24,2020-10-30,36,42.71614,-73.85186,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_06,d69996,2020-09-24,2020-10-30,36,42.72059,-73.86192,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_07,d69997,2020-09-24,2020-10-30,36,42.7192,-73.86024,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_08,d69998,2020-09-24,2020-10-30,36,42.71763,-73.85883,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_09,d69999,2020-09-24,2020-10-30,36,42.71662,-73.8566,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_10,d70000,2020-09-24,2020-10-30,36,42.71426,-73.85488,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_11,d70001,2020-09-24,2020-10-30,36,42.71773,-73.86497,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_12,d70002,2020-09-24,2020-10-30,36,42.7161,-73.86333,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_13,d70003,2020-09-24,2020-10-30,36,42.71485,-73.86023,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_14,d70004,2020-09-24,2020-10-30,36,42.71277,-73.85683,EST,Wild, ,0,0,0,n, 
NY_Forest_Albany_Pine_Bush_20,NY_Forest_Albany_Pine_Bush_20_15,d70005,2020-09-24,2020-10-30,36,42.71125,-73.85491,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_01,d70054,2020-09-26,2020-10-28,32,42.73669,-73.43966,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_02,d70055,2020-09-26,2020-10-28,32,42.73472,-73.43917,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_03,d70056,2020-09-26,2020-10-28,32,42.73289,-73.43908,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_04,d70057,2020-09-26,2020-10-28,32,42.73084,-73.4387,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_05,d70058,2020-09-26,2020-10-28,32,42.72888,-73.43845,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_06,d70059,2020-09-26,2020-10-28,32,42.73697,-73.43666,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_07,d70060,2020-09-26,2020-10-28,32,42.73501,-73.43652,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_08,d70061,2020-09-26,2020-10-28,32,42.733,-73.43624,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_09,d70062,2020-09-26,2020-10-28,32,42.73094,-73.43592,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_10,d70063,2020-09-26,2020-10-28,32,42.72911,-73.43588,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_11,d70064,2020-09-26,2020-10-28,32,42.73703,-73.43393,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_12,d70065,2020-09-26,2020-10-28,32,42.73512,-73.43367,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_13,d70066,2020-09-26,2020-10-28,32,42.73305,-73.43362,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_14,d70067,2020-09-27,2020-10-29,32,42.7311,-73.43316,EST,Wild, ,0,0,0,n, 
NY_Forest_Dyken_Pond_20,NY_Forest_Dyken_Pond_20_15,d70068,2020-09-26,2020-10-28,32,42.7295,-73.43295,EST,Wild, ,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_01,d70069,2020-09-29,2020-11-09,41,41.18647,-73.61954,EST,Wild,14.6,0,0,0,n,Card error on 9/6 9:35
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_02,d70070,2020-09-30,2020-11-09,40,41.169821,-73.61371,EST,Wild,19.2,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_03,d70071,2020-09-30,2020-11-10,41,41.16617,-73.6215,EST,Wild,21.9,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_04,d70072,2020-10-02,2020-11-09,38,41.17574,-73.61649,EST,Wild,16.5,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_05,d70073,2020-09-30,2020-11-08,39,41.17472,-73.61993,EST,Wild,13.7,0,1,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_06,d70074,2020-10-01,2020-11-09,39,41.17865,-73.6204,EST,Wild,24.7,0,1,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_07,d70075,2020-09-30,2020-11-04,35,41.17276,-73.62165,EST,Wild,18.3,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_09,d70077,2020-09-29,2020-11-09,41,41.19226,-73.62389,EST,Wild,13.7,0,0,0,n,Camera knocked over by cows on 9/29 8:59
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_10,d70078,2020-09-29,2020-11-10,42,41.16298,-73.62894,EST,Wild,21,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_11,d70079,2020-09-29,2020-11-10,42,41.16499,-73.63273,EST,Wild,11.9,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_12,d70080,2020-09-30,2020-11-10,41,41.16182,-73.6345,EST,Wild,14.6,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_13,d70081,2020-10-03,2020-11-09,37,41.16464,-73.62547,EST,Wild,19.2,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_14,d70082,2020-09-30,2020-11-09,40,41.1854,-73.62258,EST,Wild,12,0,0,0,n,Camera on cattle trail
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_15,d70083,2020-09-30,2020-11-10,41,41.16835,-73.62058,EST,Wild,20.1,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_16,d70084,2020-10-02,2020-11-09,38,41.1895,-73.62208,EST,Wild,11,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_17,d70085,2020-09-30,2020-11-09,40,41.18212,-73.62692,EST,Wild,16.5,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_18,d70086,2020-09-30,2020-11-09,40,41.18188,-73.62164,EST,Wild,10.1,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_19,d70087,2020-10-02,2020-11-09,38,41.16117,-73.62115,EST,Wild,11.9,0,0,0,n, 
NY_Forest_Mianus_River_Gorge_20,NY_Forest_Mianus_River_Gorge_20_20,d70088,2020-09-30,2020-11-09,40,41.17369,-73.6284,EST,Wild,14.6,0,0,0,n, 
NY_Forest_Paul_Smiths_College_20,NY_Forest_Paul_Smiths_College_20_02,d70022,2020-09-27,2020-10-24,27,44.4538,-74.197,EST,Wild,20.1,0,0,0,n, 
NY_Forest_Paul_Smiths_College_20,NY_Forest_Paul_Smiths_College_20_03,d70023,2020-09-14,2020-11-06,53,44.455,-74.1934,EST,Wild,14.6,0,0,0,n, 
NY_Forest_Paul_Smiths_College_20,NY_Forest_Paul_Smiths_College_20_05,d70025,2020-10-04,2020-11-03,30,44.4575,-74.1978,EST,Wild,18.3,0,0,0,n, 
NY_Forest_Paul_Smiths_College_20,NY_Forest_Paul_Smiths_College_20_07,d70027,2020-09-23,2020-10-14,21,44.4592,-74.1982,EST,Wild,15.5,0,0,0,n, 
NY_Forest_Paul_Smiths_College_20,NY_Forest_Paul_Smiths_College_20_12,d70032,2020-09-19,2020-09-19,0,44.4553,-74.2007,EST,Wild,15.5,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_02,d70037,2020-10-01,2020-10-25,24,44.4388,-75.0708,EST,Rural,10,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_03,d70038,2020-10-01,2020-10-25,24,44.3789,-75.0643,EST,Rural,4,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_04,d70039,2020-09-29,2020-10-23,24,44.3352,-75.0361,EST,Rural,8,0,0,0,n,The detection distance is roughly 8 meters
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_06,d70041,2020-09-24,2020-09-27,3,44.601,-75.2131,EST,Wild,22.9,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_07,d70042,2020-09-24,2020-10-24,30,44.601,-75.2131,EST,Wild,20.1,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_08,d70043,2020-09-25,2020-10-23,28,44.3094,-74.9961,EST,Wild,17.4,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_09,d70044,2020-09-25,2020-10-23,28,44.2814,-74.9354,EST,Wild,18.3,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_10,d70045,2020-09-25,2020-10-23,28,44.287,-74.9199,EST,Wild,13.7,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_11,d70046,2020-09-26,2020-10-25,29,44.5038,-75.1679,EST,Rural,3,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_12,d70047,2020-10-01,2020-10-25,24,44.4092,-75.0697,EST,Rural,4,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_13,d70048,2020-09-25,2020-11-09,45,44.5815,-75.1585,EST,Wild,15.5,0,0,0,n, 
NY_Forest_St_Lawrence_University_20,NY_Forest_St_Lawrence_University_20_14,d70049,2020-09-26,2020-10-24,28,44.2599,-74.7402,EST,Rural,9,0,0,0,n, 
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_05,d69838,2020-08-29,2020-10-16,48,40.00949,-81.11494,EST,Rural,10,0,0,0,n, 
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_06,d69839,2020-09-01,2020-10-16,45,40.01336,-81.11769,EST,Wild,5,1,0,0,n,Camera malunctioned due to bear on 10/16/2021
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_07,d69840,2020-09-01,2020-10-16,45,40.01658,-81.12015,EST,Wild,12,0,0,0,n, 
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_08,d69841,2020-09-01,2020-10-16,45,40.0166,-81.11316,EST,Wild,15,0,0,0,n, 
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_09,d69842,2020-09-01,2020-10-16,45,40.01458,-81.11148,EST,Wild,17,0,0,0,n,was SSUSA05 in 2019
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_10,d69843,2020-09-02,2020-10-16,44,40.01228,-81.11451,EST,Wild,12,0,0,0,n,On road
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_11,d69844,2020-09-02,2020-10-16,44,40.01053,-81.11074,EST,Wild,13,0,0,0,n,On road
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_12,d69845,2020-09-02,2020-10-16,44,40.01015,-81.10798,EST,Wild,7,0,0,1,n,"on trail, off of road"
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_13,d69846,2020-09-02,2020-10-16,44,40.01309,-81.10701,EST,Wild,10,1,0,0,n,Along dirt road
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_14,d69847,2020-09-02,2020-10-16,44,40.01717,-81.10914,EST,Wild,12,0,1,0,n,On road
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_15,d69848,2020-09-02,2020-10-16,44,40.01613,-81.11544,EST,Rural,10,0,0,0,n,Camera shifted downward on night of 10 September
OH_Forest_G_Cubed_Ranch_20,OH_Forest_G_Cubed_Ranch_20_16,d71175,2020-08-29,2020-10-16,48,40.00806,-81.11924,EST,Rural,10,0,0,0,n, 
OH_Forest_Huston-Brumbaugh Nature Center_20,OH_Forest_Huston-Brumbaugh Nature Center_20_01,d69849,2020-08-29,2020-09-29,31,40.82563,-81.07932,EST,Rural,10,0,0,0,n,Raccoon moved camera on the night of 9 September
OH_Forest_Huston-Brumbaugh Nature Center_20,OH_Forest_Huston-Brumbaugh Nature Center_20_02,d69850,2020-08-29,2020-10-01,33,40.82788,-81.08277,EST,Rural,10,0,0,0,n, 
OH_Forest_Huston-Brumbaugh Nature Center_20,OH_Forest_Huston-Brumbaugh Nature Center_20_03,d69851,2020-10-01,2020-10-28,27,40.81926,-81.09647,EST,Rural,10,0,0,0,n, 
OH_Forest_Huston-Brumbaugh Nature Center_20,OH_Forest_Huston-Brumbaugh Nature Center_20_04,d69852,2020-08-24,2020-10-28,65,40.82036,-81.08981,EST,Rural,10,0,0,0,n, 
OH_Forest_Huston-Brumbaugh Nature Center_20,OH_Forest_Huston-Brumbaugh Nature Center_20_05,d69853,2020-08-24,2020-10-28,65,40.82191,-81.09728,EST,Rural,10,0,0,0,n, 
OH_Forest_Huston-Brumbaugh Nature Center_20,OH_Forest_Huston-Brumbaugh Nature Center_20_06,d69854,2020-08-24,2020-10-28,65,40.82217,-81.08987,EST,Rural,10,0,0,0,n,Camera set slightly low angle
OH_Forest_Huston-Brumbaugh Nature Center_20,OH_Forest_Huston-Brumbaugh Nature Center_20_07,d69855,2020-08-24,2020-10-28,65,40.8219,-81.09373,EST,Rural,10,0,0,0,n, 
